year,nestID,birdID,sex,sex_method,location,location_cat,egg_num,obs_num,obs_date,obs_date_cal,hatch1_date,hatch1_cal,days_pre_hatch,response,latency,mate_present,notes
2022,22G118,7 E 6,F,b/m,GL --> DDF,loose subcolony,3,6,6/11/22,162,6/9/22,160,-2,7,14,FALSE,1 chick
2022,22G56,7AV,,,Radio Tower,campus,2,1,5/28/22,148,6/14/22,165,17,5,41,FALSE,
2022,22G56,7AV,,,Radio Tower,campus,2,2,6/4/22,155,6/14/22,165,10,4,50,FALSE,6HU yeowing at us from nearby
2022,22G56,7AV,,,Radio Tower,campus,2,3,6/6/22,157,6/14/22,165,8,4,2,FALSE,
2022,22G56,7AV,,,Radio Tower,campus,2,4,6/11/22,162,6/14/22,165,3,4,5,FALSE,
2022,22G56,7AV,,,Radio Tower,campus,2,5,6/15/22,166,6/14/22,165,-1,6,300,TRUE,switched; 2 chicks
2022,22G30,7F9,,,Sandpiper,dense subcolony,2,1,5/27/22,147,5/29/22,149,2,-1,47,FALSE,
2022,22G30,7F9,,,Sandpiper,dense subcolony,2,2,5/30/22,150,5/29/22,149,-1,5,6,FALSE,2 chicks
2022,22G35,7U9,,,Transect 5,loose subcolony,3,1,5/28/22,148,6/3/22,154,6,8,70,TRUE,switched
2022,22G35,7U9,,,Transect 5,loose subcolony,3,2,5/29/22,149,6/3/22,154,5,7,20,FALSE,
2022,22G35,7U9,,,Transect 5,loose subcolony,3,3,5/31/22,151,6/3/22,154,3,7,38,FALSE,
2022,22G85,8FF,,,road --> SP,loose subcolony,3,1,5/27/22,147,6/12/22,163,16,8,15,TRUE,
2022,22G85,8FF,,,road --> SP,loose subcolony,3,2,6/1/22,152,6/12/22,163,11,4,0,FALSE,
2022,22G85,8FF,,,road --> SP,loose subcolony,3,3,6/2/22,153,6/12/22,163,10,6,12,TRUE,
2022,22G85,8FF,,,road --> SP,loose subcolony,3,4,6/5/22,156,6/12/22,163,7,5,2,FALSE,
2022,22G85,8FF,,,road --> SP,loose subcolony,3,5,6/11/22,162,6/12/22,163,1,5,0,FALSE,1 pipping
2022,22G85,8FF,,,road --> SP,loose subcolony,3,6,6/12/22,163,6/12/22,163,0,4,2,FALSE,1 chick; 0FU (22G34) swooping
2022,22G30,9FJ,,,Sandpiper,dense subcolony,2,1,5/28/22,148,5/29/22,149,1,-1,96,FALSE,
2022,22G127,9JN,,,HTP,campus,3,1,6/7/22,158,6/26/22,177,19,6,12,FALSE,
2022,22G127,9JN,,,HTP,campus,3,2,6/12/22,163,6/26/22,177,14,5,16,TRUE,3EH on rocks
2022,22G127,9JN,,,HTP,campus,3,3,6/13/22,164,6/26/22,177,13,6,142,FALSE,
2022,22G127,9JN,,,HTP,campus,3,4,6/16/22,167,6/26/22,177,10,6,160,TRUE,
2022,22G127,9JN,,,HTP,campus,3,5,6/20/22,171,6/26/22,177,6,5,90,TRUE,
2022,22G109,UB109,,,HTP,campus,2,1,5/27/22,147,6/16/22,167,20,5,11,FALSE,
2022,22G109,UB109,,,HTP,campus,2,2,5/30/22,150,6/16/22,167,17,4,6,TRUE,
2022,22G109,UB109,,,HTP,campus,2,3,6/1/22,152,6/16/22,167,15,5,13,FALSE,
2022,22G109,UB109,,,HTP,campus,2,4,6/3/22,154,6/16/22,167,13,4,4,FALSE,
2022,22G109,UB109,,,HTP,campus,2,5,6/6/22,157,6/16/22,167,10,4,8,TRUE,
2022,22G109,UB109,,,HTP,campus,2,6,6/10/22,161,6/16/22,167,6,4,17,TRUE,
2022,22G109,UB109,,,HTP,campus,2,7,6/14/22,165,6/16/22,167,2,4,6,FALSE,
2022,22G121,UB121,,,Bart --> bench,loose subcolony,2,1,5/31/22,151,6/2/22,153,2,6,24,FALSE,
2022,22G121,UB121,,,Bart --> bench,loose subcolony,2,2,6/4/22,155,6/2/22,153,-2,-1,227,FALSE,1 chick
2022,22G123,UB123,,,Ross's Pole Barn,campus,2,1,5/27/22,147,6/10/22,161,14,8,100,FALSE,
2022,22G123,UB123,,,Ross's Pole Barn,campus,2,2,5/30/22,150,6/10/22,161,11,8,50,FALSE,
2022,22G123,UB123,,,Ross's Pole Barn,campus,2,3,6/5/22,156,6/10/22,161,5,8,173,FALSE,
2022,22G123,UB123,,,Ross's Pole Barn,campus,2,4,6/11/22,162,6/10/22,161,-1,7,28,TRUE,switched; 1 chick; 1 pipping; 5AT on roof
2022,22G23,UB23,,,Transect 28,dense subcolony,2,1,6/4/22,155,6/1/22,152,-3,-2,32,TRUE,switched; 1 chick
2022,22G66,UB66,,,dock,campus,3,1,5/27/22,147,6/11/22,162,15,-1,27,FALSE,
2022,22G66,UB66,,,dock,campus,3,2,5/28/22,148,6/11/22,162,14,-2,68,FALSE,Roger/Ken interference
2022,22G66,UB66,,,dock,campus,3,3,5/31/22,151,6/11/22,162,11,-1,3,TRUE,
2022,22G66,UB66,,,dock,campus,3,4,6/4/22,155,6/11/22,162,7,-1,15,TRUE,mate came in from sea ~10 secs into test
2022,22G66,UB66,,,dock,campus,3,5,6/6/22,157,6/11/22,162,5,-1,120,TRUE,people interference; 22G65 being noisy
2022,22G66,UB66,,,dock,campus,3,6,6/11/22,162,6/11/22,162,0,-1,98,FALSE,1 chick
2022,22G66,UB66,,,dock,campus,3,7,6/12/22,163,6/11/22,162,-1,2,0,FALSE,1 chick; tall weeds (she thought I didn't see her?)
2022,22G78,UB78,,,incinerator,loose subcolony,3,1,5/27/22,147,6/13/22,164,17,-1,60,FALSE,
2022,22G78,UB78,,,incinerator,loose subcolony,3,2,5/31/22,151,6/13/22,164,13,-1,35,TRUE,
2022,22G78,UB78,,,incinerator,loose subcolony,3,3,6/2/22,153,6/13/22,164,11,-1,18,TRUE,switched
2022,22G78,UB78,,,incinerator,loose subcolony,3,4,6/10/22,161,6/13/22,164,3,-1,62,FALSE,1 pipping?
2022,22G78,UB78,,,incinerator,loose subcolony,3,5,6/14/22,165,6/13/22,164,-1,-1,90,TRUE,2 chicks; 1 pipping
2022,22G84,UB84,,,Sunset,dense subcolony,3,1,5/28/22,148,6/6/22,157,9,-2,178,TRUE,switched
2022,22G84,UB84,,,Sunset,dense subcolony,3,2,6/2/22,153,6/6/22,157,4,4,2,TRUE,
2022,22G84,UB84,,,Sunset,dense subcolony,3,3,6/5/22,156,6/6/22,157,1,-1,211,FALSE,1 pipping
2022,22G84,UB84,,,Sunset,dense subcolony,3,4,6/7/22,158,6/6/22,157,-1,-2,300,TRUE,1 chick
2022,22G85,UB85,,,road --> SP,loose subcolony,3,1,5/28/22,148,6/12/22,163,15,8,73,FALSE,
2022,22G85,UB85,,,road --> SP,loose subcolony,3,2,5/30/22,150,6/12/22,163,13,5,10,TRUE,
2022,22G85,UB85,,,road --> SP,loose subcolony,3,3,6/6/22,157,6/12/22,163,6,5,12,FALSE,
2022,22G85,UB85,,,road --> SP,loose subcolony,3,4,6/8/22,159,6/12/22,163,4,5,8,FALSE,
2022,22G85,UB85,,,road --> SP,loose subcolony,3,5,6/10/22,161,6/12/22,163,2,6,10,TRUE,
2022,22G85,UB85,,,road --> SP,loose subcolony,3,6,6/13/22,164,6/12/22,163,-1,6,14,FALSE,1 chick
