year,nestID,birdID,sex,sex_method,location,location_cat,egg_num,obs_num,obs_date,obs_date_cal,hatch1_date,hatch1_cal,days_pre_hatch,response,latency,mate_present,notes
2019,19G54,U19G54,,,Gerry's,dense subcolony,3,1,6/1/19,152,6/13/19,164,12,6,252,,
2019,19G54,U19G54,,,Gerry's,dense subcolony,3,2,6/5/19,156,6/13/19,164,8,8,24,,
2019,19G54,U19G54,,,Gerry's,dense subcolony,3,3,6/9/19,160,6/13/19,164,4,7,300,,
2019,19G54,U19G54,,,Gerry's,dense subcolony,3,4,6/12/19,163,6/13/19,164,1,7,300,,
2019,19G54,U19G54,,,Gerry's,dense subcolony,3,5,6/16/19,167,6/13/19,164,-3,5,18,,
2019,19G56,U19G56,,,Devil's Glen,loose subcolony,3,1,6/1/19,152,6/9/19,160,8,7,300,,
2019,19G56,U19G56,,,Devil's Glen,loose subcolony,3,2,6/5/19,156,6/9/19,160,4,7,192,,
2019,19G56,U19G56,,,Devil's Glen,loose subcolony,3,3,6/9/19,160,6/9/19,160,0,7,300,,
2019,19G56,U19G56,,,Devil's Glen,loose subcolony,3,4,6/12/19,163,6/9/19,160,-3,7,300,,
2019,19G59,U19G59,,,North Head,dense subcolony,3,1,6/1/19,152,6/7/19,158,6,7,300,,
2019,19G59,U19G59,,,North Head,dense subcolony,3,2,6/5/19,156,6/7/19,158,2,8,22,,
2019,19G59,U19G59,,,North Head,dense subcolony,3,3,6/9/19,160,6/7/19,158,-2,8,201,,
2019,19G60,U19G60,,,North Head,dense subcolony,3,1,6/1/19,152,6/1/19,152,0,6,155,,
2019,19G60,U19G60,,,North Head,dense subcolony,3,2,6/5/19,156,6/1/19,152,-4,5,42,,
2019,19G61,U19G61,,,North Head,dense subcolony,3,1,6/2/19,153,5/29/19,149,-4,8,144,,
2019,19G61,U19G61,,,North Head,dense subcolony,3,2,6/5/19,156,5/29/19,149,-7,8,300,,
2019,19G30,X19G30,,,road --> SP,loose subcolony,3,1,5/28/19,148,6/20/19,171,23,7,193,,
2019,19G30,X19G30,,,road --> SP,loose subcolony,3,2,6/1/19,152,6/20/19,171,19,8,153,,
2019,19G30,X19G30,,,road --> SP,loose subcolony,3,3,6/5/19,156,6/20/19,171,15,8,29,,
2019,19G30,X19G30,,,road --> SP,loose subcolony,3,4,6/9/19,160,6/20/19,171,11,8,36,,
2019,19G30,X19G30,,,road --> SP,loose subcolony,3,5,6/12/19,163,6/20/19,171,8,8,77,,
2019,19G30,X19G30,,,road --> SP,loose subcolony,3,6,6/16/19,167,6/20/19,171,4,5,62,,
2019,19G30,X19G30,,,road --> SP,loose subcolony,3,7,6/20/19,171,6/20/19,171,0,5,149,,
2019,19G30,X19G30,,,road --> SP,loose subcolony,3,8,6/24/19,175,6/20/19,171,-4,7,30,,
2021,21G14,0AC,,,FMS 5,loose subcolony,3,1,5/31/21,151,6/7/21,158,7,6,300,TRUE,
2021,21G14,0AC,,,FMS 5,loose subcolony,3,2,6/6/21,157,6/7/21,158,1,5,15,FALSE,
2021,21G02,0EE,M,b/m,Dorm 1,campus,3,1,5/24/21,144,5/29/21,149,5,6,78,FALSE,
2021,21G16,0FU,,,road --> SP,loose subcolony,3,1,5/27/21,147,6/10/21,161,14,8,88,FALSE,
2021,21G16,0FU,,,road --> SP,loose subcolony,3,2,6/6/21,157,6/10/21,161,4,8,183,FALSE,
2021,21G11,0HX / 5J1,,,Dive Locker,campus,3,1,5/21/21,141,6/6/21,157,16,6,NA,TRUE,
2021,21G11,0HX / 5J1,,,Dive Locker,campus,3,2,5/24/21,144,6/6/21,157,13,7,28,FALSE,
2021,21G11,0HX / 5J1,,,Dive Locker,campus,3,3,6/6/21,157,6/6/21,157,0,6,19,FALSE,
2021,21G09,0HZ,F,m,swale,campus,3,1,5/24/21,144,6/9/21,160,16,4,5,TRUE,
2021,21G09,0HZ,F,m,swale,campus,3,2,5/27/21,147,6/9/21,160,13,4,2,TRUE,
2021,21G05,0T4,F,N/A,road --> Laight,campus,3,1,5/20/21,140,6/7/21,158,18,4,6,FALSE,
2021,21G05,0T4,F,N/A,road --> Laight,campus,3,2,5/24/21,144,6/7/21,158,14,5,6,TRUE,
2021,21G05,0T4,F,N/A,road --> Laight,campus,3,3,5/27/21,147,6/7/21,158,11,5,24,TRUE,
2021,21G05,0T4,F,N/A,road --> Laight,campus,3,4,6/3/21,154,6/7/21,158,4,4,7,TRUE,
2021,21G13,1C3,M,b,Celia's,campus,3,1,5/27/21,147,5/27/21,147,0,X,46,FALSE,
2021,21G13,1HY,,,Celia's,campus,3,1,5/21/21,141,5/27/21,147,6,4,6,FALSE,
2021,21G13,1HY,,,Celia's,campus,3,2,5/24/21,144,5/27/21,147,3,4,22,TRUE,
2021,21G06,1K9,F,g,PK,campus,2,1,5/20/21,140,6/8/21,159,19,8,215,FALSE,
2021,21G06,1K9,F,g,PK,campus,2,2,5/27/21,147,6/8/21,159,12,5,21,TRUE,
2021,21G18,1M7,,,dock --> HTP,campus,3,1,5/24/21,144,6/8/21,159,15,4,10,FALSE,
2021,21G18,1M7,,,dock --> HTP,campus,3,2,6/3/21,154,6/8/21,159,5,4,3,FALSE,
2021,21G10,1Z5,,,PS corner,campus,3,1,5/21/21,141,6/13/21,164,23,4,2,FALSE,
2021,21G10,1Z5,,,PS corner,campus,3,2,5/24/21,144,6/13/21,164,20,4,7,FALSE,
2021,21G10,1Z5,,,PS corner,campus,3,3,5/27/21,147,6/13/21,164,17,5,5,FALSE,
2021,21G10,1Z5,,,PS corner,campus,3,4,6/3/21,154,6/13/21,164,10,4,4,FALSE,
2021,21G07,2 E 2,M,g,Sunset,dense subcolony,2,1,5/24/21,144,5/31/21,151,7,5,9,FALSE,
2021,21G07,2 E 2,M,g,Sunset,dense subcolony,2,2,5/27/21,147,5/31/21,151,4,4,4,FALSE,
2021,21G07,2 E 2,M,g,Sunset,dense subcolony,2,3,5/31/21,151,5/31/21,151,0,4,6,FALSE,
2021,21G17,2017-23864,,,dock --> HTP,campus,3,1,5/20/21,140,5/27/21,147,7,7,300,TRUE,
2021,21G17,2017-23864,,,dock --> HTP,campus,3,2,5/27/21,147,5/27/21,147,0,7,39,FALSE,
2021,21G04,2EE,,,Dorm 2,campus,2,1,5/20/21,140,5/25/21,145,5,8,52,TRUE,
2021,21G09,2HZ / 8F7,,,swale,campus,3,1,5/20/21,140,6/9/21,160,20,4,34,TRUE,
2021,21G09,2HZ / 8F7,,,swale,campus,3,2,5/31/21,151,6/9/21,160,9,4,3,FALSE,
2021,21G09,2HZ / 8F7,,,swale,campus,3,3,6/3/21,154,6/9/21,160,6,4,5,TRUE,
2021,21G09,2HZ / 8F7,,,swale,campus,3,4,6/6/21,157,6/9/21,160,3,4,2,TRUE,
2021,21G16,2M8,,,road --> SP,loose subcolony,3,1,5/21/21,141,6/10/21,161,20,8,135,TRUE,
2021,21G16,2M8,,,road --> SP,loose subcolony,3,2,5/24/21,144,6/10/21,161,17,6,27,TRUE,
2021,21G16,2M8,,,road --> SP,loose subcolony,3,3,5/31/21,151,6/10/21,161,10,4,12,TRUE,
2021,21G16,2M8,,,road --> SP,loose subcolony,3,4,6/3/21,154,6/10/21,161,7,4,20,FALSE,
2021,21G12,3AP,,,Grass Lab,campus,3,1,5/21/21,141,6/11/21,162,21,6,48,FALSE,
2021,21G12,3AP,,,Grass Lab,campus,3,2,5/24/21,144,6/11/21,162,18,6,52,FALSE,
2021,21G12,3AP,,,Grass Lab,campus,3,3,5/27/21,147,6/11/21,162,15,6,NA,TRUE,
2021,21G12,3AP,,,Grass Lab,campus,3,4,6/3/21,154,6/11/21,162,8,4,9,FALSE,
2021,21G12,3AP,,,Grass Lab,campus,3,5,6/6/21,157,6/11/21,162,5,4,12,FALSE,
2021,21G15,3HE,,,GL --> DDF,loose subcolony,3,1,5/24/21,144,6/13/21,164,20,7,300,FALSE,
2021,21G15,3HE,,,GL --> DDF,loose subcolony,3,2,6/3/21,154,6/13/21,164,10,6,NA,TRUE,
2021,21G15,3HE,,,GL --> DDF,loose subcolony,3,3,6/6/21,157,6/13/21,164,7,6,300,FALSE,
2021,21G17,3P2,M,g,dock --> HTP,campus,3,1,5/24/21,144,5/27/21,147,3,6,13,FALSE,
2021,21G23,4AC,,,Broad,loose subcolony,3,1,5/24/21,144,6/3/21,154,10,6,11,FALSE,
2021,21G23,4AC,,,Broad,loose subcolony,3,2,5/31/21,151,6/3/21,154,3,5,29,TRUE,
2021,21G23,4AC,,,Broad,loose subcolony,3,3,6/3/21,154,6/3/21,154,0,4,8,TRUE,
2021,21G03,4F7,,,Bartels,campus,3,1,5/21/21,141,6/6/21,157,16,8,116,FALSE,
2021,21G03,4F7,,,Bartels,campus,3,2,5/24/21,144,6/6/21,157,13,8,104,FALSE,
2021,21G03,4F7,,,Bartels,campus,3,3,5/31/21,151,6/6/21,157,6,8,NA,TRUE,
2021,21G03,4F7,,,Bartels,campus,3,4,6/3/21,154,6/6/21,157,3,7,21,FALSE,
2021,21G03,4F7,,,Bartels,campus,3,5,6/6/21,157,6/6/21,157,0,8,67,FALSE,
2021,21G10,5Y3,,,PS corner,campus,3,1,5/31/21,151,6/13/21,164,13,4,13,FALSE,
2021,21G10,5Y3,,,PS corner,campus,3,2,6/6/21,157,6/13/21,164,7,4,3,TRUE,
2021,21G05,6HU,,,road --> Laight,campus,3,1,5/31/21,151,6/7/21,158,7,4,10,TRUE,
2021,21G05,6HU,,,road --> Laight,campus,3,2,6/6/21,157,6/7/21,158,1,4,4,FALSE,
2021,21G23,6R3,,,Broad,loose subcolony,3,1,5/21/21,141,6/3/21,154,13,7,14,FALSE,
2021,21G23,6R3,,,Broad,loose subcolony,3,2,5/27/21,147,6/3/21,154,7,7,97,TRUE,
2021,21G04,6V4,,,Dorm 2,campus,2,1,5/24/21,144,5/25/21,145,1,4,1,TRUE,
2021,21G04,6V4,,,Dorm 2,campus,2,2,5/27/21,147,5/25/21,145,-2,7,300,TRUE,
2021,21G15,7 E 6,F,b/m,GL --> DDF,loose subcolony,3,1,5/21/21,141,6/13/21,164,23,5,10,TRUE,
2021,21G15,7 E 6,F,b/m,GL --> DDF,loose subcolony,3,2,5/27/21,147,6/13/21,164,17,4,10,TRUE,
2021,21G15,7 E 6,F,b/m,GL --> DDF,loose subcolony,3,3,5/31/21,151,6/13/21,164,13,4,11,FALSE,
2021,21G11,0KE / 7JM,,,Dive Locker,campus,3,1,5/27/21,147,6/6/21,157,10,6,67,FALSE,
2021,21G11,0KE / 7JM,,,Dive Locker,campus,3,2,5/31/21,151,6/6/21,157,6,6,7,FALSE,
2021,21G11,0KE / 7JM,,,Dive Locker,campus,3,3,6/3/21,154,6/6/21,157,3,5,13,FALSE,
2021,21G14,7U9,,,FMS 5,loose subcolony,3,1,5/21/21,141,6/7/21,158,17,8,150,TRUE,
2021,21G14,7U9,,,FMS 5,loose subcolony,3,2,5/24/21,144,6/7/21,158,14,7,34,FALSE,
2021,21G14,7U9,,,FMS 5,loose subcolony,3,3,5/27/21,147,6/7/21,158,11,8,NA,TRUE,
2021,21G14,7U9,,,FMS 5,loose subcolony,3,4,6/3/21,154,6/7/21,158,4,6,27,FALSE,
2021,21G03,8EX,,,Bartels,campus,3,1,5/27/21,147,6/6/21,157,10,6,20,TRUE,
2021,21G12,9AC,,,Grass Lab,campus,3,1,5/31/21,151,6/11/21,162,11,6,21,FALSE,
2021,21G12,9AC,,,Grass Lab,campus,3,2,6/6/21,157,6/11/21,162,5,6,82,TRUE,
2021,21G06,9EF,,,PK,campus,2,1,5/24/21,144,6/8/21,159,15,4,203,FALSE,
2021,21G06,9EF,,,PK,campus,2,2,5/31/21,151,6/8/21,159,8,4,9,FALSE,
2021,21G06,9EF,,,PK,campus,2,3,6/3/21,154,6/8/21,159,5,4,3,FALSE,
2021,21G06,9EF,,,PK,campus,2,4,6/6/21,157,6/8/21,159,2,4,13,FALSE,
2021,21G18,9JP,,,dock --> HTP,campus,3,1,5/20/21,140,6/8/21,159,19,4,22,FALSE,
2021,21G18,9JP,,,dock --> HTP,campus,3,2,5/27/21,147,6/8/21,159,12,6,300,TRUE,
2021,21G18,9JP,,,dock --> HTP,campus,3,3,5/31/21,151,6/8/21,159,8,5,21,FALSE,
2021,21G18,9JP,,,dock --> HTP,campus,3,4,6/6/21,157,6/8/21,159,2,4,6,TRUE,
2021,21G02,9Z4,,,Dorm 1,campus,3,1,5/20/21,140,5/29/21,149,9,8,62,FALSE,
2021,21G02,9Z4,,,Dorm 1,campus,3,2,5/27/21,147,5/29/21,149,2,8,43,FALSE,
2021,21G07,U21G07,,,Sunset,dense subcolony,2,1,5/21/21,141,5/31/21,151,10,8,300,FALSE,
2022,22G35,0AC,,,Transect 5,loose subcolony,3,1,5/27/22,147,6/3/22,154,7,6,35,TRUE,
2022,22G35,0AC,,,Transect 5,loose subcolony,3,2,5/30/22,150,6/3/22,154,4,4,15,TRUE,
2022,22G35,0AC,,,Transect 5,loose subcolony,3,3,6/1/22,152,6/3/22,154,2,5,31,TRUE,
2022,22G35,0AC,,,Transect 5,loose subcolony,3,4,6/2/22,153,6/3/22,154,1,5,31,TRUE,
2022,22G35,0AC,,,Transect 5,loose subcolony,3,5,6/4/22,155,6/3/22,154,-1,5,8,TRUE,3 chicks
2022,22G109,0HA,,,HTP,campus,2,1,5/28/22,148,6/16/22,167,19,6,91,FALSE,
2022,22G109,0HA,,,HTP,campus,2,2,6/5/22,156,6/16/22,167,11,4,16,TRUE,
2022,22G109,0HA,,,HTP,campus,2,3,6/8/22,159,6/16/22,167,8,4,48,TRUE,switched
2022,22G109,0HA,,,HTP,campus,2,4,6/11/22,162,6/16/22,167,5,4,6,TRUE,
2022,22G109,0HA,,,HTP,campus,2,5,6/12/22,163,6/16/22,167,4,4,5,FALSE,
2022,22G109,0HA,,,HTP,campus,2,6,6/13/22,164,6/16/22,167,3,4,14,FALSE,
2022,22G109,0HA,,,HTP,campus,2,7,6/15/22,166,6/16/22,167,1,4,5,FALSE,1 pipping
2022,22G29,0HU,F,m,DDF,loose subcolony,3,1,5/28/22,148,6/5/22,156,8,-1,64,FALSE,
2022,22G29,0HU,F,m,DDF,loose subcolony,3,2,5/30/22,150,6/5/22,156,6,6,92,FALSE,40 sec to preening
2022,22G29,0HU,F,m,DDF,loose subcolony,3,3,6/2/22,153,6/5/22,156,3,-1,64,FALSE,nice spot to time latency
2022,22G29,0HU,F,m,DDF,loose subcolony,3,4,6/4/22,155,6/5/22,156,1,6,300,FALSE,93 sec to preening; 2 pipping
2022,22G29,0HU,F,m,DDF,loose subcolony,3,5,6/7/22,158,6/5/22,156,-2,7,300,FALSE,2 chicks
2022,22G114,0HX / 5J1,,,Dive Locker,campus,3,1,5/30/22,150,6/6/22,157,7,6,18,TRUE,
2022,22G114,0HX / 5J1,,,Dive Locker,campus,3,2,6/3/22,154,6/6/22,157,3,5,18,TRUE,
2022,22G114,0HX / 5J1,,,Dive Locker,campus,3,3,6/8/22,159,6/6/22,157,-2,4,0,FALSE,2 chicks; 1 pipping
2022,22G114,0KE / 7JM,,,Dive Locker,campus,3,1,5/27/22,147,6/6/22,157,10,3,0,TRUE,
2022,22G114,0KE / 7JM,,,Dive Locker,campus,3,2,5/28/22,148,6/6/22,157,9,4,2,FALSE,
2022,22G114,0KE / 7JM,,,Dive Locker,campus,3,3,5/31/22,151,6/6/22,157,6,4,0,FALSE,
2022,22G114,0KE / 7JM,,,Dive Locker,campus,3,4,6/1/22,152,6/6/22,157,5,4,0,FALSE,
2022,22G114,0KE / 7JM,,,Dive Locker,campus,3,5,6/5/22,156,6/6/22,157,1,4,0,FALSE,
2022,22G114,0KE / 7JM,,,Dive Locker,campus,3,6,6/6/22,157,6/6/22,157,0,4,0,TRUE,2 chicks!
2022,22G78,0U0,,,incinerator,loose subcolony,3,1,5/28/22,148,6/13/22,164,16,4,6,TRUE,
2022,22G78,0U0,,,incinerator,loose subcolony,3,2,5/30/22,150,6/13/22,164,14,4,8,TRUE,
2022,22G78,0U0,,,incinerator,loose subcolony,3,3,6/4/22,155,6/13/22,164,9,4,57,FALSE,
2022,22G78,0U0,,,incinerator,loose subcolony,3,4,6/5/22,156,6/13/22,164,8,4,7,FALSE,
2022,22G78,0U0,,,incinerator,loose subcolony,3,5,6/7/22,158,6/13/22,164,6,4,16,FALSE,2P3 swooping during/after trial
2022,22G78,0U0,,,incinerator,loose subcolony,3,6,6/11/22,162,6/13/22,164,2,4,8,FALSE,
2022,22G78,0U0,,,incinerator,loose subcolony,3,7,6/12/22,163,6/13/22,164,1,4,8,FALSE,2 pipping
2022,22G78,0U0,,,incinerator,loose subcolony,3,8,6/13/22,164,6/13/22,164,0,4,7,TRUE,2 chicks!
2022,22G84,0U4,,,Sunset,dense subcolony,3,1,5/27/22,147,6/6/22,157,10,4,17,FALSE,
2022,22G84,0U4,,,Sunset,dense subcolony,3,2,5/29/22,149,6/6/22,157,8,5,7,FALSE,
2022,22G84,0U4,,,Sunset,dense subcolony,3,3,5/30/22,150,6/6/22,157,7,4,6,FALSE,
2022,22G84,0U4,,,Sunset,dense subcolony,3,4,6/4/22,155,6/6/22,157,2,6,9,FALSE,1 pipping
2022,22G84,0U4,,,Sunset,dense subcolony,3,5,6/6/22,157,6/6/22,157,0,8,152,TRUE,1 chick
2022,22G102,1JN,,,incinerator,loose subcolony,3,1,5/27/22,147,6/1/22,152,5,5,18,TRUE,
2022,22G102,1JN,,,incinerator,loose subcolony,3,2,5/29/22,149,6/1/22,152,3,5,8,FALSE,
2022,22G102,1JN,,,incinerator,loose subcolony,3,3,5/30/22,150,6/1/22,152,2,4,10,TRUE,
2022,22G102,1JN,,,incinerator,loose subcolony,3,4,5/31/22,151,6/1/22,152,1,5,300,TRUE,1 pipping
2022,22G102,1JN,,,incinerator,loose subcolony,3,5,6/4/22,155,6/1/22,152,-3,5,300,TRUE,80 sec to preening; 3 chicks
2022,22G23,1T4,M,N/A,Transect 28,dense subcolony,2,1,5/27/22,147,6/1/22,152,5,4,8,FALSE,
2022,22G23,1T4,M,N/A,Transect 28,dense subcolony,2,2,5/28/22,148,6/1/22,152,4,6,18,FALSE,
2022,22G23,1T4,M,N/A,Transect 28,dense subcolony,2,3,5/30/22,150,6/1/22,152,2,4,11,TRUE,
2022,22G23,1T4,M,N/A,Transect 28,dense subcolony,2,4,6/2/22,153,6/1/22,152,-1,4,9,TRUE,1 pipping
2022,22G23,1T4,M,N/A,Transect 28,dense subcolony,2,5,6/5/22,156,6/1/22,152,-4,4,16,FALSE,2 chicks
2022,22G74,2FL,M,b,HTP,campus,3,1,6/11/22,162,6/10/22,161,-1,4,2,FALSE,1 chick
2022,22G52,2JR,,,Dorm 2,campus,3,1,5/28/22,148,6/11/22,162,14,-2,140,TRUE,
2022,22G52,2JR,,,Dorm 2,campus,3,2,5/30/22,150,6/11/22,162,12,-1,14,TRUE,
2022,22G52,2JR,,,Dorm 2,campus,3,3,6/2/22,153,6/11/22,162,9,-2,33,FALSE,
2022,22G52,2JR,,,Dorm 2,campus,3,4,6/10/22,161,6/11/22,162,1,-1,22,TRUE,lost egg (predation)
2022,22G52,2JR,,,Dorm 2,campus,3,5,6/12/22,163,6/11/22,162,-1,-1,45,FALSE,1 chick
2022,22G41,2KE,,,Siren's,dense subcolony,3,1,5/27/22,147,6/7/22,158,11,-1,29,TRUE,
2022,22G41,2KE,,,Siren's,dense subcolony,3,2,5/28/22,148,6/7/22,158,10,-1,21,TRUE,switched
2022,22G41,2KE,,,Siren's,dense subcolony,3,3,6/2/22,153,6/7/22,158,5,-1,20,FALSE,very difficult spot to time latency
2022,22G102,2P3,,,incinerator,loose subcolony,3,1,5/28/22,148,6/1/22,152,4,4,5,TRUE,
2022,22G102,2P3,,,incinerator,loose subcolony,3,2,6/2/22,153,6/1/22,152,-1,4,4,FALSE,2 chicks
2022,22G51,3AE,,,Kiggins,campus,3,1,5/31/22,151,6/8/22,159,8,4,8,TRUE,
2022,22G51,3AE,,,Kiggins,campus,3,2,6/2/22,153,6/8/22,159,6,4,33,TRUE,6N2 off roof
2022,22G51,3AE,,,Kiggins,campus,3,3,6/7/22,158,6/8/22,159,1,4,12,TRUE,1 pipping; 6N2 off roof; 6N2 KNOWS about sticks
2022,22G127,3EH,,,HTP,campus,3,1,6/3/22,154,6/26/22,177,23,6,12,TRUE,
2022,22G127,3EH,,,HTP,campus,3,2,6/4/22,155,6/26/22,177,22,5,0,TRUE,
2022,22G127,3EH,,,HTP,campus,3,3,6/8/22,159,6/26/22,177,18,4,0,TRUE,9JN flew in from the pier
2022,22G127,3EH,,,HTP,campus,3,4,6/10/22,161,6/26/22,177,16,4,0,TRUE,9JN was wind-gliding
2022,22G127,3EH,,,HTP,campus,3,5,6/11/22,162,6/26/22,177,15,4,2,TRUE,
2022,22G127,3EH,,,HTP,campus,3,6,6/15/22,166,6/26/22,177,11,5,245,TRUE,
2022,22G127,3EH,,,HTP,campus,3,7,6/18/22,169,6/26/22,177,8,5,0,TRUE,windy
2022,22G127,3EH,,,HTP,campus,3,8,6/22/22,173,6/26/22,177,4,4,0,TRUE,
2022,22G118,3HE,,,GL --> DDF,loose subcolony,3,1,5/28/22,148,6/9/22,160,12,6,8,FALSE,
2022,22G118,3HE,,,GL --> DDF,loose subcolony,3,2,5/29/22,149,6/9/22,160,11,6,4,TRUE,switched
2022,22G118,3HE,,,GL --> DDF,loose subcolony,3,3,5/30/22,150,6/9/22,160,10,6,13,FALSE,
2022,22G118,3HE,,,GL --> DDF,loose subcolony,3,4,5/31/22,151,6/9/22,160,9,6,3,FALSE,
2022,22G118,3HE,,,GL --> DDF,loose subcolony,3,5,6/9/22,160,6/9/22,160,0,5,46,TRUE,1 chick
2022,22G118,3HE,,,GL --> DDF,loose subcolony,3,6,6/12/22,163,6/9/22,160,-3,6,300,FALSE,1 chick
2022,22G29,3HZ,M,m,DDF,loose subcolony,3,1,5/27/22,147,6/5/22,156,9,-2,47,TRUE,
2022,22G29,3HZ,M,m,DDF,loose subcolony,3,2,5/31/22,151,6/5/22,156,5,6,49,TRUE,switched
2022,22G121,4FV,,,Bart --> bench,loose subcolony,2,1,5/27/22,147,6/2/22,153,6,4,9,TRUE,
2022,22G121,4FV,,,Bart --> bench,loose subcolony,2,2,5/28/22,148,6/2/22,153,5,4,10,FALSE,
2022,22G121,4FV,,,Bart --> bench,loose subcolony,2,3,5/30/22,150,6/2/22,153,3,5,9,FALSE,
2022,22G121,4FV,,,Bart --> bench,loose subcolony,2,4,6/2/22,153,6/2/22,153,0,4,28,TRUE,1 chick
2022,22G121,4FV,,,Bart --> bench,loose subcolony,2,5,6/5/22,156,6/2/22,153,-3,4,8,TRUE,2 chicks
2022,22G52,4KE,,,Dorm 2,campus,3,1,5/27/22,147,6/11/22,162,15,6,7,FALSE,
2022,22G52,4KE,,,Dorm 2,campus,3,2,6/4/22,155,6/11/22,162,7,5,10,TRUE,
2022,22G52,4KE,,,Dorm 2,campus,3,3,6/6/22,157,6/11/22,162,5,4,10,TRUE,
2022,22G52,4KE,,,Dorm 2,campus,3,4,6/11/22,162,6/11/22,162,0,4,6,FALSE,1 chick
2022,22G123,5AT,,,Ross's Pole Barn,campus,2,1,5/28/22,148,6/10/22,161,13,4,6,FALSE,
2022,22G123,5AT,,,Ross's Pole Barn,campus,2,2,5/29/22,149,6/10/22,161,12,4,5,TRUE,
2022,22G123,5AT,,,Ross's Pole Barn,campus,2,3,6/2/22,153,6/10/22,161,8,4,7,FALSE,
2022,22G123,5AT,,,Ross's Pole Barn,campus,2,4,6/3/22,154,6/10/22,161,7,4,9,TRUE,UB on roof
2022,22G123,5AT,,,Ross's Pole Barn,campus,2,5,6/7/22,158,6/10/22,161,3,4,0,FALSE,
2022,22G123,5AT,,,Ross's Pole Barn,campus,2,6,6/12/22,163,6/10/22,161,-2,4,2,FALSE,1 chick
2022,22G56,5AU,,,Radio Tower,campus,2,1,5/27/22,147,6/14/22,165,18,6,16,FALSE,
2022,22G56,5AU,,,Radio Tower,campus,2,2,5/30/22,150,6/14/22,165,15,6,8,FALSE,
2022,22G56,5AU,,,Radio Tower,campus,2,3,6/2/22,153,6/14/22,165,12,5,3,FALSE,
2022,22G56,5AU,,,Radio Tower,campus,2,4,6/9/22,160,6/14/22,165,5,4,7,FALSE,
2022,22G56,5AU,,,Radio Tower,campus,2,5,6/10/22,161,6/14/22,165,4,4,102,FALSE,flower garden yeowing
2022,22G56,5AU,,,Radio Tower,campus,2,6,6/12/22,163,6/14/22,165,2,4,68,TRUE,they're both home!!! (7.15)
2022,22G56,5AU,,,Radio Tower,campus,2,7,6/13/22,164,6/14/22,165,1,4,8,FALSE,2 pipping!
2022,22G56,5AU,,,Radio Tower,campus,2,8,6/14/22,165,6/14/22,165,0,4,7,FALSE,2 pipping
2022,22G66,5EC,,,dock,campus,3,1,6/2/22,153,6/11/22,162,9,5,20,FALSE,
2022,22G66,5EC,,,dock,campus,3,2,6/5/22,156,6/11/22,162,6,4,0,FALSE,
2022,22G66,5EC,,,dock,campus,3,3,6/10/22,161,6/11/22,162,1,4,0,FALSE,1 pipping
2022,22G74,5KH,,,HTP,campus,3,1,5/27/22,147,6/10/22,161,14,6,14,TRUE,
2022,22G74,5KH,,,HTP,campus,3,2,5/28/22,148,6/10/22,161,13,6,17,TRUE,
2022,22G74,5KH,,,HTP,campus,3,3,6/1/22,152,6/10/22,161,9,6,20,TRUE,
2022,22G74,5KH,,,HTP,campus,3,4,6/4/22,155,6/10/22,161,6,5,15,TRUE,
2022,22G74,5KH,,,HTP,campus,3,5,6/7/22,158,6/10/22,161,3,6,16,FALSE,
2022,22G74,5KH,,,HTP,campus,3,6,6/8/22,159,6/10/22,161,2,5,14,TRUE,
2022,22G74,5KH,,,HTP,campus,3,7,6/10/22,161,6/10/22,161,0,5,62,FALSE,1 chick; 1 pipping
2022,22G74,5KH,,,HTP,campus,3,8,6/12/22,163,6/10/22,161,-2,5,20,FALSE,2 chicks; 1 pipping
2022,22G41,6M4,,,Siren's,dense subcolony,3,1,5/31/22,151,6/7/22,158,7,5,0,TRUE,
2022,22G41,6M4,,,Siren's,dense subcolony,3,2,6/3/22,154,6/7/22,158,4,5,16,TRUE,
2022,22G41,6M4,,,Siren's,dense subcolony,3,3,6/5/22,156,6/7/22,158,2,4,4,FALSE,
2022,22G41,6M4,,,Siren's,dense subcolony,3,4,6/7/22,158,6/7/22,158,0,5,12,FALSE,1 chick; 1 pipping
2022,22G51,6N2,,,Kiggins,campus,3,1,5/27/22,147,6/8/22,159,12,4,6,TRUE,mate off roof
2022,22G51,6N2,,,Kiggins,campus,3,2,5/28/22,148,6/8/22,159,11,4,5,TRUE,mate off roof
2022,22G51,6N2,,,Kiggins,campus,3,3,5/29/22,149,6/8/22,159,10,4,7,FALSE,
2022,22G51,6N2,,,Kiggins,campus,3,4,6/4/22,155,6/8/22,159,4,4,7,FALSE,
2022,22G51,6N2,,,Kiggins,campus,3,5,6/5/22,156,6/8/22,159,3,7,10,TRUE,
2022,22G118,7 E 6,F,b/m,GL --> DDF,loose subcolony,3,1,5/27/22,147,6/9/22,160,13,5,2,FALSE,
2022,22G118,7 E 6,F,b/m,GL --> DDF,loose subcolony,3,2,6/2/22,153,6/9/22,160,7,5,3,FALSE,
2022,22G118,7 E 6,F,b/m,GL --> DDF,loose subcolony,3,3,6/4/22,155,6/9/22,160,5,5,4,TRUE,
2022,22G118,7 E 6,F,b/m,GL --> DDF,loose subcolony,3,4,6/5/22,156,6/9/22,160,4,5,6,FALSE,
2022,22G118,7 E 6,F,b/m,GL --> DDF,loose subcolony,3,5,6/7/22,158,6/9/22,160,2,5,15,TRUE,
