"FRAGMENT INTERVAL";"FRAGS";"PERCENT";"FRAGS WITH Ns";
"        1-25       ";6518;2.0016337360349348;0;
"       26-50       ";8348;2.563614364593378;6;
"       51-75       ";7921;2.4324855512630745;9;
"       76-100      ";7659;2.352027122474926;14;
"      101-125      ";7378;2.265733922133438;14;
"      126-150      ";7038;2.1613222206526346;15;
"      151-175      ";6886;2.1146440482259226;22;
"      176-200      ";6472;1.9875074470110614;17;
"      201-225      ";6435;1.9761449971440328;30;
"      226-250      ";6073;1.864977244390942;20;
"      251-275      ";5922;1.8186061652038792;16;
"      276-300      ";5514;1.6933121234269148;27;
"      301-325      ";5396;1.657075121148283;23;
"      326-350      ";5308;1.6300509160591339;31;
"      351-375      ";5109;1.5689393613688989;23;
"      376-400      ";5023;1.5425293427590485;30;
"      401-425      ";4959;1.5228753754214854;37;
"      426-450      ";4823;1.4811106948291641;20;
"      451-475      ";4542;1.3948174944876763;35;
"      476-500      ";4479;1.3754706203897626;28;
"      501-525      ";4469;1.3723996879932685;34;
"      526-550      ";4157;1.2765865972226487;31;
"      551-575      ";4183;1.2845710214535337;32;
"      576-600      ";4171;1.2808859025777406;29;
"      601-625      ";3961;1.2163963222513619;33;
"      626-650      ";3934;1.2081048047808276;30;
"      651-675      ";3759;1.1543634878421787;28;
"      676-700      ";3719;1.1420797582562017;33;
"      701-725      ";3614;1.1098349680930124;37;
"      726-750      ";3462;1.0631567956663002;33;
"      751-775      ";3411;1.0474950404441796;30;
"      776-800      ";3361;1.0321403784617085;42;
"      801-825      ";3325;1.0210850218343293;38;
"      826-850      ";3212;0.9863834857539446;32;
"      851-875      ";3164;0.9716430102507724;44;
"      876-900      ";3070;0.9427762457237266;41;
"      901-925      ";2895;0.8890349287850777;28;
"      926-950      ";2894;0.8887278355454283;35;
"      951-975      ";2847;0.8742944532819055;36;
"      976-1000     ";2776;0.8524908332667964;37;
"     1001-1025     ";2746;0.8432780360773138;37;
"     1026-1050     ";2586;0.7941431177334062;25;
"     1051-1075     ";2580;0.7923005582955097;38;
"     1076-1100     ";2484;0.7628196072891651;26;
"     1101-1125     ";2486;0.763433793768464;27;
"     1126-1150     ";2347;0.7207478334571943;35;
"     1151-1175     ";2352;0.7222832996554414;25;
"     1176-1200     ";2300;0.7063144511936714;36;
"     1201-1225     ";2291;0.7035506120368267;35;
"     1226-1250     ";2223;0.6826682717406659;35;
"     1251-1275     ";2180;0.6694632624357407;32;
