"FRAGMENT INTERVAL";"FRAGS";"PERCENT";"FRAGS WITH Ns";
"        1-25       ";3879;4.790012472061347;1;
"       26-50       ";4755;5.871747693903508;3;
"       51-75       ";3703;4.572677541645572;8;
"       76-100      ";3080;3.8033612822760894;11;
"      101-125      ";2547;3.145182203232857;9;
"      126-150      ";2348;2.899445548955928;5;
"      151-175      ";2080;2.568503723095541;8;
"      176-200      ";1894;2.338820217087959;9;
"      201-225      ";1784;2.2029858855780984;13;
"      226-250      ";1576;1.9461355132685445;10;
"      251-275      ";1541;1.9029154986972252;10;
"      276-300      ";1366;1.6868154258406294;10;
"      301-325      ";1296;1.6003753966979908;9;
"      326-350      ";1147;1.4163816203800892;12;
"      351-375      ";1196;1.4768896407799361;12;
"      376-400      ";1104;1.3632827453353256;9;
"      401-425      ";1092;1.348464454625159;8;
"      426-450      ";1076;1.3287067336782703;11;
"      451-475      ";995;1.2286832713846458;11;
"      476-500      ";868;1.0718563613687162;7;
"      501-525      ";846;1.044689495066744;5;
"      526-550      ";832;1.0274014892382164;10;
"      551-575      ";774;0.9557797508057445;7;
"      576-600      ";790;0.9755374717526333;7;
"      601-625      ";787;0.9718328990750917;7;
"      626-650      ";733;0.905150590879342;7;
"      651-675      ";780;0.9631888961608278;8;
"      676-700      ";721;0.8903323001691755;4;
"      701-725      ";632;0.7804299774021066;4;
"      726-750      ";658;0.812536273940801;9;
"      751-775      ";631;0.7791951198429261;8;
"      776-800      ";592;0.7310356750348848;6;
"      801-825      ";585;0.7223916721206208;6;
"      826-850      ";582;0.7186870994430793;10;
"      851-875      ";538;0.6643533668391352;13;
"      876-900      ";554;0.6841110877860239;3;
"      901-925      ";499;0.6161939220310937;10;
"      926-950      ";511;0.6310122127412603;6;
"      951-975      ";513;0.6334819278596214;9;
"      976-1000     ";540;0.6668230819574962;10;
"     1001-1025     ";451;0.5569207591904274;10;
"     1026-1050     ";492;0.6075499191168299;10;
"     1051-1075     ";431;0.5322236080068165;7;
"     1076-1100     ";468;0.5779133376964967;9;
"     1101-1125     ";436;0.5383978958027191;9;
"     1126-1150     ";403;0.4976475963497611;16;
"     1151-1175     ";402;0.4964127387905805;5;
"     1176-1200     ";407;0.5025870265864832;9;
"     1201-1225     ";386;0.47665501784369174;5;
"     1226-1250     ";393;0.48529902075795556;9;
"     1251-1275     ";388;0.4791247329620528;4;
"     1276-1300     ";382;0.4717155876069695;2;
"     1301-1325     ";406;0.5013521690273027;6;
"     1326-1350     ";373;0.4606018695743446;5;
"     1351-1375     ";360;0.44454872130499745;9;
"     1376-1400     ";345;0.42602585791728925;11;
"     1401-1425     ";323;0.3988589916153172;4;
"     1426-1450     ";344;0.4247910003581087;4;
"     1451-1475     ";326;0.40256356429285883;3;
"     1476-1500     ";321;0.3963892764969561;3;
"     1501-1525     ";296;0.3655178375174424;4;
"     1526-1550     ";315;0.3889801311418728;11;
"     1551-1575     ";296;0.3655178375174424;10;
"     1576-1600     ";309;0.3815709857867895;9;
"     1601-1625     ";297;0.3667526950766229;10;
"     1626-1650     ";280;0.3457601165705536;2;
"     1651-1675     ";288;0.355638977043998;6;
"     1676-1700     ";256;0.3161235351502204;6;
"     1701-1725     ";282;0.3482298316889147;7;
"     1726-1750     ";264;0.3260023956236648;5;
"     1751-1775     ";244;0.30130524444005385;5;
"     1776-1800     ";244;0.30130524444005385;6;
"     1801-1825     ";259;0.31982810782776205;6;
"     1826-1850     ";230;0.28401723861152617;4;
"     1851-1875     ";243;0.3000703868808733;7;
"     1876-1900     ";232;0.28648695372988725;4;
"     1901-1925     ";214;0.2642595176646374;2;
"     1926-1950     ";245;0.30254010199923437;5;
"     1951-1975     ";201;0.24820636939529025;4;
"     1976-2000     ";191;0.23585779380348476;0;
"     2001-2025     ";199;0.24573665427692915;3;
"     2026-2050     ";204;0.2519109420728319;4;
"     2051-2075     ";180;0.22227436065249873;3;
"     2076-2100     ";221;0.2729035205789012;2;
"     2101-2125     ";180;0.22227436065249873;4;
"     2126-2150     ";204;0.2519109420728319;6;
"     2151-2175     ";214;0.2642595176646374;3;
"     2176-2200     ";209;0.25808522986873467;2;
"     2201-2225     ";209;0.25808522986873467;4;
"     2226-2250     ";170;0.20992578506069326;5;
"     2251-2275     ";193;0.23832750892184587;5;
"     2276-2300     ";199;0.24573665427692915;7;
"     2301-2325     ";163;0.20128178214642942;0;
"     2326-2350     ";161;0.1988120670280683;1;
"     2351-2375     ";169;0.2086909275015127;6;
"     2376-2400     ";144;0.177819488521999;1;
"     2401-2425     ";154;0.19016806411380446;6;
"     2426-2450     ";167;0.2062212123831516;5;
"     2451-2475     ";157;0.19387263679134611;6;
"     2476-2500     ";162;0.20004692458724885;3;
"     2501-2525     ";162;0.20004692458724885;4;
"     2526-2550     ";156;0.19263777923216557;4;
"     2551-2575     ";163;0.20128178214642942;6;
"     2576-2600     ";168;0.20745606994233215;3;
"     2601-2625     ";139;0.17164520072609624;5;
"     2626-2650     ";110;0.13583433150986035;3;
"     2651-2675     ";149;0.18399377631790173;6;
"     2676-2700     ";146;0.18028920364036008;6;
"     2701-2725     ";133;0.16423605537101296;4;
"     2726-2750     ";123;0.15188747977920747;4;
"     2751-2775     ";132;0.1630011978118324;3;
"     2776-2800     ";115;0.14200861930576308;1;
"     2801-2825     ";129;0.15929662513429077;5;
"     2826-2850     ";133;0.16423605537101296;3;
"     2851-2875     ";121;0.14941776466084636;3;
"     2876-2900     ";122;0.15065262222002693;1;
"     2901-2925     ";142;0.1753497734036379;5;
"     2926-2950     ";129;0.15929662513429077;7;
"     2951-2975     ";112;0.13830404662822143;8;
"     2976-3000     ";118;0.14571319198330474;5;
"     3001-3025     ";109;0.13459947395067978;4;
"     3026-3050     ";128;0.1580617675751102;4;
"     3051-3075     ";109;0.13459947395067978;3;
"     3076-3100     ";121;0.14941776466084636;5;
"     3101-3125     ";113;0.13953890418740197;4;
"     3126-3150     ";113;0.13953890418740197;4;
"     3151-3175     ";104;0.12842518615477705;8;
"     3176-3200     ";87;0.10743260764870773;1;
"     3201-3225     ";92;0.11360689544461046;6;
"     3226-3250     ";118;0.14571319198330474;3;
"     3251-3275     ";97;0.1197811832405132;2;
"     3276-3300     ";105;0.1296600437139576;5;
"     3301-3325     ";105;0.1296600437139576;2;
"     3326-3350     ";89;0.10990232276706882;2;
"     3351-3375     ";87;0.10743260764870773;5;
"     3376-3400     ";115;0.14200861930576308;2;
"     3401-3425     ";86;0.10619775008952717;0;
"     3426-3450     ";102;0.12595547103641594;2;
"     3451-3475     ";97;0.1197811832405132;1;
"     3476-3500     ";111;0.1370691890690409;5;
"     3501-3525     ";91;0.11237203788542992;3;
"     3526-3550     ";84;0.10372803497116607;4;
"     3551-3575     ";94;0.11607661056297155;5;
"     3576-3600     ";80;0.09878860473444388;1;
"     3601-3625     ";85;0.10496289253034663;3;
"     3626-3650     ";68;0.08397031402427729;2;
