Contact_Type,spcd,field,Fed,age,year,month,day,Location_Description
Capture,GBBG,NA,1227-69910,adult,2003,7,9,Grass Lab
Capture,GBBG,NA,1717-23378,adult,2003,7,10,Sunset Pavilion
Capture,GBBG,NA,1717-23366,adult,2003,7,10,Bartels
Capture,GBBG,NA,1717-23375,adult,2003,7,10,Laighton
Capture,GBBG,NA,1227-69909,adult,2004,5,9,Grass Lab
Capture,GBBG,NA,1227-69920,adult,2004,5,9,Dive Locker
Capture,GBBG,NA,1227-69905,adult,2004,5,11,Sandpiper Beach
Capture,GBBG,NA,1227-69906,adult,2004,5,11,Incinerator Ridge
Capture,GBBG,NA,1227-69907,adult,2004,5,11,Grass Lab
Capture,GBBG,NA,1227-69908,adult,2004,5,11,Sunset Pavilion
Capture,GBBG,NA,1227-69911,adult,2004,5,11,Trail: Bartels to Bench
Capture,GBBG,NA,1227-69912,adult,2004,5,11,Kingsbury House
Capture,GBBG,NA,1227-69913,adult,2004,5,11,Incinerator Ridge
Capture,GBBG,NA,1227-69914,adult,2004,5,11,Trail: Bartels to Bench
Capture,GBBG,NA,1227-69915,adult,2004,5,11,Incinerator Ridge
Capture,GBBG,NA,1227-69916,adult,2004,5,11,Bartels
Capture,GBBG,NA,1227-69919,adult,2004,5,11,SML Dock
Capture,GBBG,NA,1227-69921,adult,2004,5,11,Incinerator Ridge
Capture,GBBG,NA,1227-69922,adult,2004,5,11,Gerry's Ridge
Capture,GBBG,NA,1227-69923,adult,2004,5,11,Dorm 1
Capture,GBBG,NA,1227-69924,adult,2004,5,11,Dorm 2
Capture,GBBG,NA,1227-69925,adult,2004,5,11,PK - Radar Tower
Capture,GBBG,NA,1227-69963,adult,2004,5,11,Sandpiper Beach
Capture,GBBG,NA,1227-69965,adult,2004,5,11,FMS Transect 5
Capture,GBBG,NA,1227-69967,adult,2004,5,11,Sandpiper Beach
Capture,GBBG,NA,1227-69973,adult,2004,5,11,Sandpiper Beach
Capture,GBBG,NA,1227-69901,adult,2004,5,12,High Tide Pier
Capture,GBBG,NA,1227-69902,adult,2004,5,12,High Tide Pier
Capture,GBBG,NA,1227-69903,adult,2004,5,12,High Tide Pier
Capture,GBBG,NA,1227-69904,adult,2004,5,12,High Tide Pier
Capture,GBBG,NA,1227-69918,adult,2004,5,12,Broad Cove
Capture,GBBG,NA,1227-69926,adult,2004,5,12,Broad Cove
Capture,GBBG,NA,1227-69927,adult,2004,5,12,Broad Cove
Capture,GBBG,NA,1227-69928,adult,2004,5,12,Devil's Dance Floor
Capture,GBBG,NA,1227-69929,adult,2004,5,12,Devil's Dance Floor
Capture,GBBG,NA,1227-69930,adult,2004,5,12,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,NA,1227-69931,adult,2004,5,12,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,NA,1227-69932,adult,2004,5,12,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,NA,1227-69934,adult,2004,5,12,Old Reservoir
Capture,GBBG,NA,1227-69917,adult,2004,5,12,Broad Cove
Capture,GBBG,NA,1227-69933,adult,2004,5,12,Old Reservoir
Capture,GBBG,NA,1227-69935,adult,2004,5,14,Celia's Garden
Capture,GBBG,NA,1227-69936,adult,2004,5,14,Larus Ledge
Capture,GBBG,NA,1227-69937,adult,2004,5,14,Larus Ledge
Capture,GBBG,NA,1227-69938,adult,2004,5,14,Larus Ledge
Capture,GBBG,NA,1227-69939,adult,2004,5,14,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,NA,1227-69940,adult,2004,5,14,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,NA,1227-69941,adult,2004,5,15,Grass Lab
Capture,GBBG,NA,1227-69942,adult,2004,5,15,Grass Lab
Capture,GBBG,NA,1227-69943,adult,2004,5,15,Grass Lab
Capture,GBBG,NA,1227-69945,adult,2004,5,15,Dive Locker
Capture,GBBG,NA,1227-69946,adult,2004,5,15,Dive Locker
Capture,GBBG,NA,1227-69947,adult,2004,5,15,SML Dock
Capture,GBBG,NA,1227-69948,adult,2004,5,15,Kingsbury House
Capture,GBBG,NA,1227-69949,adult,2004,5,15,PK - Radar Tower
Capture,GBBG,NA,1227-69950,adult,2004,5,15,Dorm 3
Capture,GBBG,NA,1227-69952,adult,2004,5,15,Dorm 2
Capture,GBBG,NA,1227-69953,adult,2004,5,15,Kiggins Commons
Capture,GBBG,NA,1227-69944,adult,2004,5,15,Dive Locker
Capture,GBBG,NA,1227-69951,adult,2004,5,21,Gerry's Ridge
Capture,GBBG,NA,1227-69954,adult,2004,5,21,Gerry's Ridge
Capture,GBBG,NA,1227-69955,adult,2004,5,23,Trail: Grass Lab to Devil's Dance Floor
Capture,GBBG,NA,1227-69956,adult,2004,5,23,Grass Lab
Capture,GBBG,NA,1227-69957,chick,2004,7,30,Sunset Pavilion
Capture,GBBG,NA,1227-69958,chick,2004,7,30,Sunset Pavilion
Capture,GBBG,0A1,1777-08101,adult,2005,5,8,Graveyard
Capture,GBBG,0A2,1777-08102,adult,2005,5,9,Trail: Grass Lab to Devil's Dance Floor
Capture,GBBG,0A3,1777-08103,adult,2005,5,9,Grass Lab
Capture,GBBG,0A4,1777-08104,adult,2005,5,9,Kingsbury House
Capture,GBBG,0A5,1777-08105,adult,2005,5,9,PK - Radar Tower
Capture,GBBG,0A6,1777-08106,adult,2005,5,9,PK - Radar Tower
Capture,GBBG,0A7,1777-08107,adult,2005,5,9,Sunset Pavilion
Capture,GBBG,0A8,1777-08108,adult,2005,5,9,PK - Radar Tower
Capture,GBBG,0A9,1777-08109,adult,2005,5,9,Trail: Bartels to Bench
Capture,GBBG,1A0,1777-08110,adult,2005,5,9,Gerry's Ridge
Capture,GBBG,1A1,1777-08111,adult,2005,5,9,Gerry's Ridge
Capture,GBBG,1A2,1777-08112,adult,2005,5,9,Herring Gull Ghetto
Capture,GBBG,1A5,1777-08113,adult,2005,5,9,Road: High Tide Pier to Paint Shed
Capture,GBBG,1A3,1777-08115,adult,2005,5,10,Gerry's Ridge
Capture,GBBG,1A4,1777-08114,adult,2005,5,10,Wastewater Treatment
Capture,GBBG,1A6,1777-08116,adult,2005,5,10,Wastewater Treatment
Capture,GBBG,1A7,1777-08117,adult,2005,5,11,Celia's Garden
Capture,GBBG,1A8,1777-08118,adult,2005,5,11,Trail: Grass Lab to Devil's Dance Floor
Capture,GBBG,1A9,1777-08119,adult,2005,5,11,Road: Sandpiper Beach Road
Capture,GBBG,2A0,1777-08120,adult,2005,5,11,Sandpiper Beach
Capture,GBBG,2A1,1777-08121,adult,2005,5,11,Larus Ledge
Capture,GBBG,2A2,1777-08122,adult,2005,5,11,Wastewater Treatment
Capture,GBBG,2A3,1777-08123,adult,2005,5,11,Sandpiper Beach
Capture,GBBG,2A4,1777-08124,adult,2005,5,11,Road: Sandpiper Beach Road
Capture,GBBG,2A5,1777-08125,adult,2005,5,11,Broad Cove
Capture,GBBG,2A6,1777-08126,adult,2005,5,11,Broad Cove
Capture,GBBG,2A7,1777-08127,adult,2005,5,11,Norwegian Cove
Capture,GBBG,2A8,1777-08128,adult,2005,5,11,Norwegian Cove
Capture,GBBG,2A9,1777-08129,adult,2005,5,11,Norwegian Cove
Capture,GBBG,3A0,1777-08130,adult,2005,5,11,Road: Sandpiper Beach Road
Capture,GBBG,3A1,1777-08131,adult,2005,5,11,"Siren's Cove, Ridge, and Trail"
Recapture,GBBG,3A2,1777-08132,adult,2005,5,11,FMS Transect 4
Capture,GBBG,3A3,1777-08133,adult,2005,5,12,Road: High Tide Pier to Paint Shed
Capture,GBBG,3A4,1777-08134,adult,2005,5,12,Road: High Tide Pier to Paint Shed
Capture,GBBG,3A5,1777-08135,adult,2005,5,12,SML Dock
Capture,GBBG,3A6,1777-08136,adult,2005,5,12,SML Dock
Capture,GBBG,3A7,1777-08137,adult,2005,5,12,FMS Transect 27
Capture,GBBG,3A8,1777-08138,adult,2005,5,12,FMS Transect 27
Capture,GBBG,3A9,1777-08139,adult,2005,5,12,FMS Transect 28
Capture,GBBG,4A0,1777-08140,adult,2005,5,12,FMS Transect 28
Capture,GBBG,4A1,1777-08141,adult,2005,5,12,FMS Transect 28
Capture,GBBG,4A2,1777-08142,adult,2005,5,12,FMS Transect 28
Capture,GBBG,4A3,1777-08143,adult,2005,5,12,Road: Sandpiper Beach Road
Capture,GBBG,4A4,1777-08144,adult,2005,5,12,Sandpiper Beach
Capture,GBBG,4A5,1777-08145,adult,2005,5,12,Sandpiper Beach
Capture,GBBG,4A6,1777-08146,adult,2005,5,12,Grass Lab
Recapture,GBBG,4A7,1777-08147,adult,2005,5,12,Broad Cove
Capture,GBBG,4A8,1777-08148,adult,2005,5,12,Broad Cove
Recapture,GBBG,4A9,1777-08149,adult,2005,5,13,Bartels
Capture,GBBG,5A0,1777-08150,adult,2005,5,13,Gerry's Ridge
Capture,GBBG,5A1,1777-08151,adult,2005,5,13,Gerry's Ridge
Capture,GBBG,5A2,1777-08152,adult,2005,5,13,Gerry's Ridge
Capture,GBBG,5A3,1777-08153,adult,2005,5,13,Gerry's Ridge
Capture,GBBG,5A4,1777-08154,adult,2005,5,13,Gerry's Ridge
Capture,GBBG,5A5,1777-08155,adult,2005,5,13,Incinerator Ridge
Capture,GBBG,5A6,1777-08156,adult,2005,5,13,Incinerator Ridge
Capture,GBBG,5A7,1777-08157,adult,2005,5,13,Incinerator Ridge
Capture,GBBG,5A8,1777-08158,adult,2005,5,13,Road: Paint Shed to Broad Cove
Capture,GBBG,6A0,1777-08160,adult,2005,5,13,North Head
Recapture,GBBG,5A9,1777-08159,adult,2005,5,14,Road: Paint Shed to Broad Cove
Capture,GBBG,6A1,1777-08161,adult,2005,5,14,Kingsbury House
Capture,GBBG,6A2,1777-08162,adult,2005,5,14,FMS Transect 27
Capture,GBBG,6A3,1777-08163,adult,2005,5,14,FMS Transect 27
Capture,GBBG,6A4,1777-08164,adult,2005,5,14,FMS Transect 28
Capture,GBBG,6A5,1777-08165,adult,2005,5,14,FMS Transect 28
Capture,GBBG,6A6,1777-08166,adult,2005,5,16,Laighton
Capture,GBBG,6A8,1777-08168,adult,2005,5,17,Road: High Tide Pier to Paint Shed
Capture,GBBG,6A9,1777-08169,adult,2005,5,17,Broad Cove
Capture,GBBG,7A0,1777-08170,adult,2005,5,18,PK - Radar Tower
Capture,GBBG,7A1,1777-08171,adult,2005,5,18,Sunset Pavilion
Capture,GBBG,7A2,1777-08172,adult,2005,5,18,Sunset Pavilion
Capture,GBBG,7A3,1777-08173,adult,2005,5,18,Kiggins Commons
Capture,GBBG,7A4,1777-08174,adult,2005,5,18,Dorm 2
Recapture,GBBG,7A5,1777-08175,adult,2005,5,18,Laighton
Capture,GBBG,7A6,1777-08176,adult,2005,5,18,Road: High Tide Pier to Paint Shed
Capture,GBBG,7A7,1777-08177,adult,2005,5,19,Grass Lab
Capture,GBBG,7A8,1777-08178,adult,2005,5,19,Road: Sandpiper Beach Road
Capture,GBBG,7A9,1777-08179,adult,2005,5,19,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,8A0,1777-08180,adult,2005,5,20,Sandpiper Beach
Capture,GBBG,8A1,1777-08181,adult,2005,5,20,Larus Ledge
Capture,GBBG,8A2,1777-08182,adult,2005,5,20,Road: High Tide Pier to Paint Shed
Capture,GBBG,8A3,1777-08183,adult,2005,6,1,Gerry's Ridge
Capture,GBBG,8A4,1777-08184,adult,2005,6,2,Kiggins Commons
Capture,GBBG,8A5,1777-08185,adult,2005,6,12,Kiggins Commons
Capture,GBBG,8A6,1777-08186,adult,2005,6,12,Dorm 2
Capture,GBBG,8A7,1777-08187,adult,2005,6,12,Kiggins Commons
Capture,GBBG,0A0,1777-08200,chick,2005,7,12,High Tide Pier
Capture,GBBG,0C1,1777-08201,chick,2005,7,12,High Tide Pier
Capture,GBBG,0C2,1777-08202,chick,2005,7,12,Road: High Tide Pier to Paint Shed
Capture,GBBG,0C3,1777-08203,chick,2005,7,12,Norwegian Cove
Capture,GBBG,0C4,1777-08204,chick,2005,7,12,Grass Lab
Capture,GBBG,0C5,1777-08205,chick,2005,7,12,Dive Locker
Capture,GBBG,0C7,1777-08207,chick,2005,7,12,FMS Transect 28
Capture,GBBG,0C8,1777-08208,chick,2005,7,12,FMS Transect 28
Capture,GBBG,0C9,1777-08209,chick,2005,7,12,FMS Transect 27
Capture,GBBG,1C1,1777-08210,chick,2005,7,12,FMS Transect 27
Capture,GBBG,1C2,1777-08212,chick,2005,7,12,Laighton
Capture,GBBG,1C3,1777-08213,chick,2005,7,12,Laighton
Capture,GBBG,1C4,1777-08214,chick,2005,7,12,Laighton
Capture,GBBG,6A7,1777-08167,chick,2005,7,12,High Tide Pier
Capture,GBBG,8A8,1777-08188,chick,2005,7,12,Sunset Pavilion
Capture,GBBG,8A9,1777-08189,chick,2005,7,12,Sunset Pavilion
Capture,GBBG,9A0,1777-08190,chick,2005,7,12,Sunset Pavilion
Capture,GBBG,9A1,1777-08191,chick,2005,7,12,Road: SML Dock to Laighton
Capture,GBBG,9A2,1777-08192,chick,2005,7,12,Road: SML Dock to Laighton
Capture,GBBG,9A3,1777-08193,chick,2005,7,12,Kingsbury House
Capture,GBBG,9A4,1777-08194,chick,2005,7,12,Kingsbury House
Capture,GBBG,9A5,1777-08195,chick,2005,7,12,SML Dock
Capture,GBBG,9A6,1777-08196,chick,2005,7,12,SML Dock
Capture,GBBG,9A7,1777-08197,chick,2005,7,12,Road: SML Dock to High Tide Pier
Capture,GBBG,9A8,1777-08198,chick,2005,7,12,Road: SML Dock to High Tide Pier
Capture,GBBG,9A9,1777-08199,chick,2005,7,12,Road: SML Dock to High Tide Pier
Capture,GBBG,1C5,1777-08215,chick,2005,7,13,Road: SMLdock to Laighton
Capture,GBBG,1C6,1777-08216,chick,2005,7,13,Road: SMLdock to Laighton
Capture,GBBG,1C7,1777-08217,chick,2005,7,13,Road: SMLdock to Laighton
Capture,GBBG,1C8,1777-08218,chick,2005,7,13,Kiggins Commons
Capture,GBBG,1C9,1777-08219,chick,2005,7,13,Kiggins Commons
Capture,GBBG,2C0,1777-08220,chick,2005,7,13,Kiggins Commons
Capture,GBBG,2C1,1777-08221,chick,2005,7,13,Ross's Pole Barn
Capture,GBBG,2C2,1777-08222,chick,2005,7,13,Ross's Pole Barn
Capture,GBBG,2C3,1777-08223,chick,2005,7,13,Ross's Pole Barn
Capture,GBBG,2C4,1777-08224,chick,2005,7,13,Celia's Garden
Capture,GBBG,2C5,1777-08225,chick,2005,7,13,Celia's Garden
Capture,GBBG,2C6,1777-08226,chick,2005,7,13,Celia's Garden
Capture,GBBG,2C7,1777-08227,chick,2005,7,13,Celia's Garden
Capture,GBBG,2C8,1777-08228,chick,2005,7,13,Celia's Garden
Capture,GBBG,2C9,1777-08229,chick,2005,7,13,FMS Transect 5
Capture,GBBG,3C1,1777-08231,chick,2005,7,13,Road: Sandpiper Beach Road
Capture,GBBG,3C2,1777-08232,chick,2005,7,13,Road: Sandpiper Beach Road
Capture,GBBG,3C3,1777-08233,chick,2005,7,13,Road: Sandpiper Beach Road
Capture,GBBG,3C4,1777-08234,chick,2005,7,13,Dive Locker
Capture,GBBG,3C5,1777-08235,chick,2005,7,13,Bartels
Capture,GBBG,3C6,1777-08236,chick,2005,7,13,Bartels
Capture,GBBG,3C7,1777-08237,chick,2005,7,13,Bartels
Capture,GBBG,3C8,1777-08238,chick,2005,7,13,Gerry's Ridge
Capture,GBBG,3C9,1777-08239,chick,2005,7,13,Gerry's Ridge
Capture,GBBG,4C0,1777-08240,chick,2005,7,13,Gerry's Ridge
Capture,GBBG,4C1,1777-08241,chick,2005,7,13,Gerry's Ridge
Capture,GBBG,4C2,1777-08242,chick,2005,7,13,Gerry's Ridge
Capture,GBBG,4C3,1777-08243,chick,2005,7,13,Bartels
Capture,GBBG,4C4,1777-08245,chick,2005,7,13,Gerry's Ridge
Capture,GBBG,4C5,1777-08244,chick,2005,7,13,Gerry's Ridge
Capture,GBBG,3C0,1777-08230,chick,2005,7,14,Trail: Grass Lab to Devil's Dance Floor
Capture,GBBG,4C6,1777-08246,chick,2005,7,15,Gerry's Ridge
Capture,GBBG,4C7,1777-08247,chick,2005,7,15,Gerry's Ridge
Capture,GBBG,4C8,1777-08248,chick,2005,7,15,Gerry's Ridge
Capture,GBBG,5C0,1777-08250,chick,2005,7,15,Incinerator Ridge
Capture,GBBG,5C1,1777-08251,chick,2005,7,15,Incinerator Ridge
Capture,GBBG,5C2,1777-08252,chick,2005,7,15,Broad Cove
Capture,GBBG,5C3,1777-08253,chick,2005,7,15,Dive Locker
Capture,GBBG,5C4,1777-08254,chick,2005,7,15,Dive Locker
Capture,GBBG,5C5,1777-08255,chick,2005,7,15,Sunset Pavilion
Capture,GBBG,5C6,1777-08256,chick,2005,7,15,Sunset Pavilion
Capture,GBBG,5C7,1777-08257,chick,2005,7,15,Devil's Dance Floor
Capture,GBBG,NA,1777-08249,chick,2005,7,15,Incinerator Ridge
Capture,GBBG,5C8,1777-08258,chick,2005,7,16,Road: SML Dock to High Tide Pier
Capture,GBBG,5C9,1777-08259,chick,2005,7,16,High Tide Pier
Capture,GBBG,6C0,1777-08260,chick,2005,7,16,Road: High Tide Pier to Paint Shed
Capture,GBBG,6C1,1777-08261,chick,2005,7,16,Road: High Tide Pier to Paint Shed
Capture,GBBG,6C2,1777-08262,chick,2005,7,16,Road: High Tide Pier to Paint Shed
Capture,GBBG,6C3,1777-08263,chick,2005,7,16,Road: High Tide Pier to Paint Shed
Capture,GBBG,6C4,1777-08264,chick,2005,7,16,Dive Locker
Capture,GBBG,6C5,1777-08265,chick,2005,7,16,Dive Locker
Capture,GBBG,6C6,1777-08266,chick,2005,7,16,Dive Locker
Capture,GBBG,6C7,1777-08267,chick,2005,7,16,Dive Locker
Capture,GBBG,6C8,1777-08268,chick,2005,7,16,FMS Transect 4
Capture,GBBG,6C9,1777-08269,chick,2005,7,16,FMS Transect 4
Capture,GBBG,7C0,1777-08270,chick,2005,7,16,FMS Transect 4
Capture,GBBG,7C1,1777-08271,chick,2005,7,16,FMS Transect 5
Capture,GBBG,7C2,1777-08272,chick,2005,7,16,FMS Transect 5
Capture,GBBG,7C3,1777-08273,chick,2005,7,16,FMS Transect 5
Capture,GBBG,7C4,1777-08274,chick,2005,7,16,FMS Transect 5
Capture,GBBG,7C5,1777-08275,chick,2005,7,16,FMS Transect 5
Capture,GBBG,7C6,1777-08276,chick,2005,7,16,FMS Transect 5
Capture,GBBG,7C7,1777-08277,chick,2005,7,16,Road: Sandpiper Beach Road
Capture,GBBG,7C8,1777-08278,chick,2005,7,16,Road: Sandpiper Beach Road
Capture,GBBG,7C9,1777-08279,chick,2005,7,16,Sandpiper Beach
Capture,GBBG,8C0,1777-08280,chick,2005,7,16,Sandpiper Beach
Capture,GBBG,8C1,1777-08281,chick,2005,7,16,Larus Ledge
Capture,GBBG,8C2,1777-08282,chick,2005,7,16,Road: Sandpiper Beach Road
Capture,GBBG,8C3,1777-08283,chick,2005,7,17,SML Dock
Capture,GBBG,8C4,1777-08284,chick,2005,7,17,SML Dock
Capture,GBBG,8C5,1777-08285,chick,2005,7,17,FMS Transect 27
Capture,GBBG,8C6,1777-08286,chick,2005,7,17,Road: SML Dock to High Tide Pier
Capture,GBBG,8C7,1777-08287,chick,2005,7,17,Road: SML Dock to High Tide Pier
Capture,GBBG,8C8,1777-08288,chick,2005,7,17,Road: High Tide Pier to Paint Shed
Capture,GBBG,9C0,1777-08290,chick,2005,7,17,Road: High Tide Pier to Paint Shed
Capture,GBBG,9C9,1777-08299,chick,2005,7,17,Road: High Tide Pier to Paint Shed
Capture,GBBG,0C0,1777-08300,adult,2006,5,22,Road: SML Dock to Laighton
Capture,GBBG,0 E 0,1777-14100,adult,2006,5,23,Broad Cove
Capture,GBBG,0 E 1,1777-14001,adult,2006,5,23,Incinerator Ridge
Capture,GBBG,0 E 2,1777-14002,adult,2006,5,23,Incinerator Ridge
Capture,GBBG,0 E 3,1777-14003,adult,2006,5,23,Incinerator Ridge
Capture,GBBG,0 E 4,1777-14004,adult,2006,5,23,Gerry's Ridge
Capture,GBBG,8C9,1777-08289,adult,2006,5,23,Road: Paint Shed to Broad Cove
Capture,GBBG,9C2,1777-08292,adult,2006,5,23,Dive Locker
Capture,GBBG,9C3,1777-08293,adult,2006,5,23,Grass Lab
Capture,GBBG,9C4,1777-08294,adult,2006,5,23,FMS Transect 4
Capture,GBBG,9C5,1777-08295,adult,2006,5,23,FMS Transect 4
Capture,GBBG,9C6,1777-08296,adult,2006,5,23,Road: Sandpiper Beach Road
Capture,GBBG,9C7,1777-08297,adult,2006,5,23,Road: Sandpiper Beach Road
Capture,GBBG,9C8,1777-08298,adult,2006,5,23,Sandpiper Beach
Capture,GBBG,0 E 5,1777-14005,adult,2006,5,24,Sandpiper Beach
Capture,GBBG,0 E 6,1777-14006,adult,2006,5,24,Sandpiper Beach
Capture,GBBG,0 E 7,1777-14007,adult,2006,5,24,Sandpiper Beach
Capture,GBBG,0 E 8,1777-14008,adult,2006,5,24,Larus Ledge
Capture,GBBG,0 E 9,1777-14009,adult,2006,5,24,Larus Ledge
Capture,GBBG,1 E 0,1777-14010,adult,2006,5,24,FMS Transect 8
Capture,GBBG,1 E 1,1777-14011,adult,2006,5,24,FMS Transect 8
Capture,GBBG,1 E 2,1777-14012,adult,2006,5,25,Wastewater Treatment
Capture,GBBG,1 E 3,1777-14013,adult,2006,5,25,Road: Paint Shed to Broad Cove
Capture,GBBG,1 E 4,1777-14014,adult,2006,5,25,Grass Lab
Capture,GBBG,1 E 5,1777-14015,adult,2006,5,25,Norwegian Cove
Capture,GBBG,1 E 6,1777-14016,adult,2006,5,25,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,1 E 7,1777-14017,adult,2006,5,25,Gerry's Ridge
Capture,GBBG,1 E 8,1777-14018,adult,2006,5,25,Gerry's Ridge
Capture,GBBG,1 E 9,1777-14019,adult,2006,5,25,Gerry's Ridge
Capture,GBBG,2 E 0,1777-14020,adult,2006,5,25,Gerry's Ridge
Capture,GBBG,2 E 1,1777-14021,adult,2006,5,26,Kiggins Commons
Capture,GBBG,2 E 2,1777-14022,adult,2006,5,26,Sunset Pavilion
Capture,GBBG,2 E 4,1777-14024,adult,2006,5,26,Road: SML Dock to High Tide Pier
Capture,GBBG,2 E 5,1777-14025,adult,2006,5,26,SML Dock
Capture,GBBG,2 E 6,1777-14026,adult,2006,5,26,FMS Transect 27
Capture,GBBG,2 E 7,1777-14027,adult,2006,5,26,FMS Transect 27
Capture,GBBG,2 E 8,1777-14028,adult,2006,5,26,FMS Transect 28
Capture,GBBG,2 E 9,1777-14029,adult,2006,5,26,FMS Transect 28
Capture,GBBG,3 E 1,1777-14030,adult,2006,5,27,Dive Locker
Capture,GBBG,3 E 2,1777-14032,adult,2006,5,28,Kiggins Commons
Capture,GBBG,3 E 0,1777-14090,chick,2006,7,11,Road: SMLdock to Laighton
Capture,GBBG,3 E 4,1777-14094,chick,2006,7,11,Road: SMLdock to Laighton
Capture,GBBG,3 E 5,1777-14095,chick,2006,7,11,Road: SMLdock to Laighton
Capture,GBBG,3 E 6,1777-14096,chick,2006,7,11,Road: SMLdock to Laighton
Capture,GBBG,3 E 7,1777-14097,chick,2006,7,11,Dive Locker
Capture,GBBG,3 E 8,1777-14098,chick,2006,7,11,Road: High Tide Pier to Paint Shed
Capture,GBBG,3 E 9,1777-14099,chick,2006,7,11,Road: High Tide Pier to Paint Shed
Capture,GBBG,4 E 0,1777-14080,chick,2006,7,11,Dive Locker
Capture,GBBG,4 E 1,1777-14091,chick,2006,7,11,Road: High Tide Pier to Paint Shed
Capture,GBBG,4 E 2,1777-14092,chick,2006,7,11,Founders
Capture,GBBG,4 E 3,1777-14083,chick,2006,7,11,Road: SML Dock to High Tide Pier
Capture,GBBG,4 E 4,1777-14084,chick,2006,7,11,Bartels
Capture,GBBG,4 E 5,1777-14085,chick,2006,7,11,Bartels
Capture,GBBG,4 E 6,1777-14086,chick,2006,7,11,SML Dock
Capture,GBBG,4 E 7,1777-14087,chick,2006,7,11,SML Dock
Capture,GBBG,4 E 8,1777-14088,chick,2006,7,11,Road: High Tide Pier to Paint Shed
Capture,GBBG,5 E 6,1777-14076,chick,2006,7,11,Dive Locker
Capture,GBBG,5 E 7,1777-14077,chick,2006,7,11,Road: High Tide Pier to Paint Shed
Capture,GBBG,7 E 1,1777-14071,chick,2006,7,11,Kiggins Commons
Capture,GBBG,7 E 5,1777-14065,chick,2006,7,11,Kiggins Commons
Capture,GBBG,7 E 8,1777-14078,chick,2006,7,11,Road: High Tide Pier to Paint Shed
Capture,GBBG,8 E 3,1777-14073,chick,2006,7,11,Laighton
Capture,GBBG,8 E 4,1777-14074,chick,2006,7,11,Laighton
Capture,GBBG,9 E 1,1777-14081,chick,2006,7,11,Dive Locker
Capture,GBBG,9 E 2,1777-14072,chick,2006,7,11,Laighton
Capture,GBBG,9 E 7,1777-14067,chick,2006,7,11,Kiggins Commons
Capture,GBBG,9 E 9,1777-14079,chick,2006,7,11,Dive Locker
Capture,GBBG,NA,1777-14089,chick,2006,7,11,Road: SML Dock to Laighton
Capture,GBBG,5 E 9,1777-14069,chick,2006,7,12,Bartels
Capture,GBBG,7 E 2,1777-14082,chick,2006,7,12,Laighton
Capture,GBBG,8 E 0,1777-14070,chick,2006,7,12,Norwegian Cove
Capture,GBBG,8 E 5,1777-14075,chick,2006,7,12,Bartels
Capture,GBBG,8 E 6,1777-14068,chick,2006,7,12,Broad Cove
Capture,GBBG,9 E 6,1777-14066,chick,2006,7,12,Norwegian Cove
Capture,GBBG,1H5,1777-14115,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,1H7,1777-14117,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,2 E 3,1777-14023,chick,2006,7,13,Norwegian Cove
Capture,GBBG,2H8,1777-14128,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,2H9,1777-14129,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,3 E 3,1777-14033,chick,2006,7,13,FMS Transect 14
Capture,GBBG,3H0,1777-14130,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,3H1,1777-14131,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,3H2,1777-14132,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,3H3,1777-14133,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,5 E 0,1777-14050,chick,2006,7,13,FMS Transect 14
Capture,GBBG,5 E 1,1777-14051,chick,2006,7,13,FMS Transect 14
Capture,GBBG,5 E 2,1777-14052,chick,2006,7,13,FMS Transect 14
Capture,GBBG,5 E 3,1777-14053,chick,2006,7,13,FMS Transect 14
Capture,GBBG,5 E 4,1777-14054,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,5 E 5,1777-14055,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,5 E 8,1777-14058,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,6 E 1,1777-14061,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,6 E 2,1777-14062,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,6 E 4,1777-14064,chick,2006,7,13,"Siren's Cove, Ridge, and Trail"
Capture,GBBG,9 E 3,1777-14093,chick,2006,7,13,Norwegian Cove
Capture,GBBG,9 E 5,1777-14195,chick,2006,7,13,Norwegian Cove
Capture,GBBG,2H0,1777-14120,chick,2006,7,14,Road: Sandpiper Beach Road
