BirdID_USGS_F,band_numb_female,BirdID_FR_F,field_readable_female,BirdID_USGS_M,band_numb_male,BirdID_FR_M,field_readable_male,nest_label,species,Month,Day,Year,latitude,longitude,nest_habitat,LocationID,detailed_location
,,2133831160,8FU,,,,,19G83,GBBG,5,28,2019,42.9913,-70.6129,,144,Norwegian Cove
,,1886,5R8,,,,,19G84,GBBG,5,28,2019,42.9898,-70.6131,,135,Broad Cove
,,1994,6T9,,,1968,4T5,19G85,GBBG,5,29,2019,42.9874,-70.6104,,138,Devil's Glen Ledge
,,2133830515,4EA,,,,,19G86,GBBG,5,31,2019,42.9917,-70.6134,,184,Siren's Cove and Ridge
,,1411,6H4,,,,,19G87,GBBG,5,30,2019,42.99,-70.6132,,135,Broad Cove
,,2133830523,9EA,,,2133830509,8AE,19G88,GBBG,5,30,2019,42.9918,-70.6137,,184,Siren's Cove and Ridge
,,1437,9 E 0,,,,,19G89,GBBG,6,1,2019,42.9901,-70.6132,,169,Norwegian Cove
,,1729,9P5,,,,UB,19G91,GBBG,6,1,2019,42.9862,-70.6182,,150,FMS Transect 28
,,2133,5M5,,,,,19G92,GBBG,6,2,2019,42.9857,-70.6182,,150,FMS Transect 28
,,1223,7C5,,,,,19G93,GBBG,6,2,2019,42.9861,-70.6182,,150,FMS Transect 28
,,2005,6T6,,,,,19G94,GBBG,6,3,2019,42.9884,-70.6112,,135,FMS Transect 21
,,2493,7X1,,,,,19G95,GBBG,6,1,2019,42.9884,-70.6113,,135,Broad Cove
,,2087,2M5,,,,,19G96,GBBG,6,2,2019,42.9886,-70.611,,135,Broad Cove
,,2133831173,4HE,,,,,19G97,GBBG,6,2,2019,42.9885,-70.611,,135,Broad Cove
,,2121584166,1U5,,,,,19G98,GBBG,6,2,2019,42.9863,-70.6181,,150,FMS Transect 28
,,1587,6P7,,,1706,9K4,19G99,GBBG,6,5,2019,42.987,-70.6143,,150,FMS Transect 28
,,841289522,0Y4,,,,UB,19G100,GBBG,6,5,2019,42.9866,-70.6178,,150,FMS Transect 28
,,1942,1T4,,,,,19G101,GBBG,6,8,2019,,,,1,
,,2258,2V7,,,,UB,19G102,GBBG,6,8,2019,42.9887,-70.6119,,1,
,,-1218712965,0U0,,,,UB,19G103,GBBG,6,8,2019,42.9891,-70.6129,,135,Broad Cove
,,1742,6F3,,,,,19G105,GBBG,7,20,2019,,,,131,Larus Ledge
,,1455,3N8,,,,UB,19G751,GBBG,5,25,2019,42.98935,-70.6167,,131,FMS Transect 5
,,1714,9P3,,,,,21G01,GBBG,5,20,2021,42.98783,-70.61414,,131,Kiggins Commons
,,2133830543,0EE,,,,,21G02,GBBG,5,20,2021,42.98751,-70.61362,,1,Dorm 1
,,2133830964,8EX,,,,,21G03,GBBG,5,20,2021,42.9874,-70.61318,,1,Bartels
,,2133830544,2EE,,,2312,6V4,21G04,GBBG,5,20,2021,42.98713,-70.61395,,1,Dorm 2
,,1932,0T4,,,2133831382,6HU,21G05,GBBG,5,20,2021,42.98719,-70.61566,,1,Road: SML dock to Laighton
,,1665,1K9,,,,,21G06,GBBG,5,20,2021,42.987,-70.61553,,1,PK - Radar Tower
,,1269,2 E 2,,,,UB,21G07,GBBG,5,20,2021,42.98695,-70.61581,,1,Sunset Pavilion
,,1820574146,0U4,,,,,21G08,GBBG,5,20,2021,42.98846,-70.61537,,1,Sunset Pavilion
,,1767,2HZ,,,2133831372,0HZ,21G09,GBBG,5,20,2021,42.98874,-70.6152,,1,High Tide Pier
,,1556270029,1Z5,,,,,21G10,GBBG,5,20,2021,42.98874,-70.6152,,1,Road: High Tide Pier to Grass Lab
,,68827878,0HX,,,2133831487,7JM,21G11,GBBG,5,20,2021,42.98895,-70.61542,,1,Dive Locker
,,2133830703,3AP,,,,,21G12,GBBG,5,20,2021,42.98922,-70.61586,,1,Grass Lab
,,2133831356,1HY,,,,,21G13,GBBG,5,20,2021,42.9895,-70.61617,,1,Celia's Garden
,,1329669726,7U9,,,2133830501,0AC,21G14,GBBG,5,20,2021,42.98932,-70.61649,,1,Sandpiper Beach
,,2133831170,3HE,,,1287,7 E 6,21G15,GBBG,5,20,2021,42.99072,-70.615,,1,Trail: Grass Lab to Devil's Dance Floor
,,2092,2M8,,,,,21G16,GBBG,5,20,2021,42.98977,-70.61682,,1,Sandpiper Beach
,,1585,3P2,,,,,21G17,GBBG,5,20,2021,42.98771,-70.61581,,1,Road: SML dock to high tide pier
,,2059,1M7,,,,UB,21G18,GBBG,5,20,2021,42.98727,-70.61652,,1,Road: SML dock to high tide pier
,,2133830613,3EH,,,2133830946,2ET,21G19,GBBG,5,20,2021,42.98806,-70.61581,,1,High Tide Pier
,,2425,0X5,,,,,21G20,GBBG,5,20,2021,42.98818,-70.61578,,1,High Tide Pier
,,1235,8C7,,,,UB,21G21,GBBG,5,20,2021,42.98825,-70.61575,,,High Tide Pier
,,2133831385,7HU,,,2133831387,8HU,21G22,GBBG,5,20,2021,42.98822,-70.61578,,1,High Tide Pier
,,1891,6R3,,,2133830494,4AC,21G23,GBBG,5,20,2021,42.98944,-70.61353,,1,Broad Cove
,,-416175085,2Z0,,,,UB,21G24,GBBG,5,20,2021,42.98917,-70.61437,,1,Road: to Broad Cove
,,1885,5R7,,,1759,0J2,21G25,GBBG,5,20,2021,42.98905,-70.61552,,1,Grass Lab
,,1757,7F9,,,,,21G26,GBBG,5,20,2021,,,,1,Sandpiper Beach
,,2133830956,5ER,,,,,21G27,GBBG,5,21,2021,42.98937,-70.6162,,1,Celia's Garden
,,2133830536,3EE,,,,,21G29,GBBG,5,21,2021,42.99097,-70.61672,,1,Sandpiper Beach
,,-1387911389,5Y4,,,,,21G30,GBBG,5,22,2021,42.98817,-70.61581,,1,High Tide Pier
,,2133831488,8JM,,,,UB,21G31,GBBG,5,22,2021,42.98712,-70.6157,,1,PK - Radar Tower
,,2133830505,2AE,,,,UB,21G32,GBBG,5,22,2021,42.98705,-70.61417,,1,Dorm 2
,,2253,2V2,,,,UB,21G33,GBBG,5,22,2021,42.98908,-70.6133,,1,Incinerator Ridge
,,897839473,9JM,,,,,21G34,GBBG,5,22,2021,42.98875,-70.61152,,1,Trail: Bartels to Bench
,,2133831491,2JN,,,,4F4,21G35,GBBG,5,22,2021,,,,1,Incinerator Ridge
,,2133831489,0JM,,,2133831371,0HY,21G37,GBBG,5,22,2021,,,,1,Gerry's Ridge
,,2133831492,3JN,,,2133831173,4HE,21G38,GBBG,5,22,2021,,,,1,Incinerator Ridge
,,2133831490,1JN,,,1529,2P3,21G39,GBBG,5,22,2021,,,,1,Incinerator Ridge
,,1277,0EU,,,,UB,21G40,GBBG,5,22,2021,,,,1,Dive Locker
,,2133830843,0P3,,,1509,5FE,21G41,GBBG,5,22,2021,,,,1,Dive Locker
,,1691,3K6,,,2133830497,6AC,21G43,GBBG,5,22,2021,,,,1,High Tide Pier
,,1554,0N7,,,,,21G44,GBBG,5,22,2021,,,,1,High Tide Pier
,,2133831168,5HE,,,,UB,21G45,GBBG,5,22,2021,,,,1,High Tide Pier
,,2133830707,0AU,,,,UB,21G46,GBBG,5,22,2021,,,,1,Celia's Garden
2133831507,2017-82028,2133831507,9JU,,,,,22G01,GBBG,5,17,2022,,,,1,Gerry's Ridge
,,2133830550,2JV,,,,,22G02,GBBG,5,17,2022,,,,1,Gerry's Ridge
,,1826,7K0,,,,,22G03,GBBG,5,17,2022,,,,1,Devil's Glen Ledge
,,1969,4T4,,,,,22G04,GBBG,5,17,2022,,,,1,Halftide Ledges
,,1862276314,3Z5,,,,,22G05,GBBG,5,17,2022,,,,1,Trail: Bartels to Bench
,,2133831492,3JN,,,,UB,22G06,GBBG,5,17,2022,,,,1,Gerry's Ridge
2133831508,2017-82029,2133831508,0JU,,,,,22G07,GBBG,5,17,2022,,,,1,Gerry's Ridge
,,1223,7C5,,,,,22G09,GBBG,5,17,2022,,,,1,FMS Transect 28
,,1841,1R1,,,,,22G10,GBBG,5,17,2022,,,,1,FMS Transect 27
,,1706,9K4,,,2133831523,7KJ,22G11,GBBG,5,17,2022,,,,1,FMS Transect 27
2133831506,2017-82027,2133831506,8JU,,,,,22G12,GBBG,5,17,2022,,,,1,Gerry's Ridge
,,1729,9P5,,,,,22G13,GBBG,5,17,2022,,,,1,FMS Transect 28
,,2133831371,0HY,,,2133831489,0JM,22G14,GBBG,5,17,2022,,,,1,Gerry's Ridge
,,2133831370,9HY,,,,,22G15,GBBG,5,17,2022,,,,1,Herring Gull Canyon
,,1908,8R0,,,,,22G16,GBBG,5,17,2022,,,,1,Gerry's Ridge
,,2132,5M4,,,,UB,22G17,GBBG,5,17,2022,,,,1,FMS Transect 28
,,2133831514,5JV,,,,,22G18,GBBG,5,18,2022,,,,1,Devil's Dance Floor
,,1078439325,6J3,,,,,22G19,GBBG,5,17,2022,,,,1,Gerry's Ridge
2133831511,2017-82031,2133831511,3JV,,,,,22G20,GBBG,5,17,2022,,,,1,Gerry's Ridge
,,-637730634,3Y8,,,,UB,22G21,GBBG,5,17,2022,,,,1,Gerry's Ridge
,,1942,1T4,,,,,22G23,GBBG,5,17,2022,,,,1,FMS Transect 28
2133831512,2017-82032,2133831512,4JV,,,,,22G25,GBBG,5,17,2022,,,,1,Gerry's Ridge
,,2133830536,3EE,,,,,22G26,GBBG,5,17,2022,,,,1,Sandpiper Beach
,,2030,9M4,,,,,22G27,GBBG,5,17,2022,,,,1,Sandpiper Beach
,,1864,3R4,,,,,22G28,GBBG,5,17,2022,,,,1,Larus Ledge
,,2133831389,0HU,,,,,22G29,GBBG,5,17,2022,,,,1,Devil's Dance Floor
,,1757,7F9,,,,,22G30,GBBG,5,17,2022,,,,1,Road: Sandpiper Beach Road
,,2133830973,1FM,,,,,22G31,GBBG,5,17,2022,,,,1,FMS Transect 5
,,1961,3T3,,,,,22G32,GBBG,5,17,2022,,,,1,Grass Lab
,,1947,1T9,,,2133831522,6KE,22G33,GBBG,5,17,2022,,,,1,Sandpiper Beach
,,2092,2M8,,,,,22G34,GBBG,5,17,2022,,,,1,Grass Lab
,,2133830501,0AC,,,,,22G35,GBBG,5,17,2022,,,,1,Grass Lab
,,2133830540,7EE,,,,,22G37,GBBG,5,17,2022,,,,1,Sandpiper Beach
,,2133830552,5EF,,,2133831517,3KE,22G38,GBBG,5,17,2022,,,,1,Siren's Cove and Ridge
,,2270,3V7,,,,,22G39,GBBG,5,17,2022,,,,1,Siren's Cove and Ridge
,,1862,3R2,,,,,22G40,GBBG,5,17,2022,,,,1,Sandpiper Beach
,,2112,6M4,,,2133831516,2KE,22G41,GBBG,5,17,2022,,,,1,Siren's Cove and Ridge
,,480140351,5Z4,,,,,22G42,GBBG,5,17,2022,,,,1,North Head
2133831505,2017-82026,2133831505,7JU,,,2133831496,7JN,22G43,GBBG,5,17,2022,,,,1,Grass Lab
,,2133830500,9AC,,,2133830703,3AP,22G44,GBBG,5,17,2022,,,,1,Grass Lab
,,2133831500,7JP,,,,,22G45,GBBG,5,17,2022,,,,1,Sandpiper Beach
,,2133831148,4FU,,,,,22G47,GBBG,5,17,2022,,,,1,North Head
,,2133831501,8JP,,,,,22G48,GBBG,5,17,2022,,,,1,Larus Ledge
,,2335,8V2,,,,,22G49,GBBG,5,17,2022,,,,1,North Head
,,-757619624,1Z1,,,,,22G50,GBBG,5,17,2022,,,,1,North Head
,,2133831519,4KE,,,,,22G52,GBBG,5,18,2022,,,,1,Dorm 2
,,2133830560,8EP,,,,UB,22G58,GBBG,6,2,2022,,,,1,Laighton
,,2133831518,5KH,,,,,22G74,GBBG,5,18,2022,,,,1,High Tide Pier
,,2133831521,5KE,,,,,22G77,GBBG,5,19,2022,,,,1,Sandpiper Beach
,,2133830494,4AC,,,,,22G79,GBBG,5,17,2022,,,,1,Norwegian Cove
,,1884,5R6,,,,,22G80,GBBG,5,17,2022,,,,1,Norwegian Cove
,,2133831166,1HA,,,,,22G81,GBBG,5,17,2022,,,,1,Norwegian Cove
2133831509,2017-82030,2133831509,1JV,,,,,22G82,GBBG,5,17,2022,,,,1,Gerry's Ridge
,,1947955479,2U2,,,,UB,22G83,GBBG,5,17,2022,,,,1,Norwegian Cove
,,2447,5X3,,,,,22G88,GBBG,5,17,2022,,,,1,Norwegian Cove
,,2133831158,6FU,,,,,22G94,GBBG,5,19,2022,,,,1,FMS Transect 28
,,2133831358,2HY,,,,,22G97,GBBG,5,17,2022,,,,1,Norwegian Cove
,,2133831357,1HZ,,,,,22G99,GBBG,5,17,2022,,,,1,Norwegian Cove
,,1437,9 E 0,,,,,22G100,GBBG,5,17,2022,,,,1,Norwegian Cove
,,2133830990,1FE,,,,UB,22G103,GBBG,5,17,2022,,,,1,Norwegian Cove
,,1970954063,7J6,,,,,22G104,GBBG,5,17,2022,,,,1,Norwegian Cove
,,2133830879,5EX,,,,,22G105,GBBG,5,17,2022,,,,1,Norwegian Cove
,,2133831515,1KE,,,2133831062,0FJ,22G119,GBBG,5,18,2022,,,,1,Devil's Dance Floor
,,2133831162,4FV,,,,,22G121,GBBG,5,17,2022,,,,1,Trail: Bartels to Bench
