0.16;1
0.22;1
0.24;2
0.25;1
0.26;4
0.27;3
0.28;20
0.29;26
0.3;49
0.31;88
0.32;163
0.33;198
0.34;291
0.35;350
0.36;425
0.37;514
0.38;592
0.39;612
0.4;589
0.41;644
0.42;629
0.43;589
0.44;579
0.45;528
0.46;538
0.47;426
0.48;401
0.49;351
0.5;270
0.51;247
0.52;203
0.53;189
0.54;140
0.55;119
0.56;97
0.57;69
0.58;59
0.59;52
0.6;30
0.61;24
0.62;22
0.63;10
0.64;13
0.65;6
0.66;4
0.67;1
0.68;2
0.69;2
0.72;1
0.77;1
