0.26;1
0.27;2
0.28;7
0.29;12
0.3;26
0.31;58
0.32;87
0.33;154
0.34;243
0.35;361
0.36;527
0.37;664
0.38;731
0.39;903
0.4;1056
0.41;1124
0.42;1009
0.43;1049
0.44;1025
0.45;964
0.46;919
0.47;772
0.48;710
0.49;649
0.5;520
0.51;496
0.52;428
0.53;355
0.54;314
0.55;255
0.56;192
0.57;173
0.58;141
0.59;87
0.6;83
0.61;64
0.62;54
0.63;36
0.64;26
0.65;17
0.66;18
0.67;10
0.68;9
0.69;6
0.7;3
0.71;5
0.72;2
0.73;4
0.74;1
0.75;2
0.76;2
0.77;1
0.78;1
